STN,YYYYMMDD,   RD
664,19371124,3
664,19371125,10
664,19371126,3
664,19371127,12
664,19371128,0
664,19371129,4
664,19371130,16
664,19371201,26
664,19371202,37
664,19371203,3
664,19371204,11
664,19371205,16
664,19371206,106
664,19371207,6
664,19371208,0
664,19371209,25
664,19371210,69
664,19371211,50
664,19371212,9
664,19371213,26
664,19371214,0
664,19371215,3
664,19371216,18
664,19371217,0
664,19371218,68
664,19371219,3
664,19371220,0
664,19371221,0
664,19371222,0
664,19371223,3
664,19371224,9
664,19371225,0
664,19371226,0
664,19371227,0
664,19371228,0
664,19371229,62
664,19371230,0
664,19371231,0
664,19380101,1
664,19380102,1
664,19380103,11
664,19380104,5
664,19380105,2
664,19380106,22
664,19380107,47
664,19380108,66
664,19380109,32
664,19380110,34
664,19380111,22
664,19380112,22
664,19380113,191
664,19380114,170
664,19380115,1
664,19380116,24
664,19380117,84
664,19380118,51
664,19380119,14
664,19380120,1
664,19380121,0
664,19380122,46
664,19380123,1
664,19380124,2
664,19380125,0
664,19380126,9
664,19380127,177
664,19380128,3
664,19380129,116
664,19380130,23
664,19380131,14
664,19380201,62
664,19380202,11
664,19380203,25
664,19380204,7
664,19380205,0
664,19380206,0
664,19380207,0
664,19380208,0
664,19380209,0
664,19380210,41
664,19380211,89
664,19380212,71
664,19380213,11
664,19380214,0
664,19380215,8
664,19380216,0
664,19380217,2
664,19380218,0
664,19380219,0
664,19380220,0
664,19380221,0
664,19380222,0
664,19380223,1
664,19380224,0
664,19380225,0
664,19380226,0
664,19380227,2
664,19380228,55
664,19380301,65
664,19380302,2
664,19380303,7
664,19380304,0
664,19380305,0
664,19380306,0
664,19380307,9
664,19380308,1
664,19380309,0
664,19380310,5
664,19380311,32
664,19380312,0
664,19380313,0
664,19380314,0
664,19380315,0
664,19380316,0
664,19380317,0
664,19380318,0
664,19380319,0
664,19380320,0
664,19380321,0
664,19380322,0
664,19380323,0
664,19380324,0
664,19380325,21
664,19380326,177
664,19380327,16
664,19380328,0
664,19380329,45
664,19380330,4
664,19380331,0
664,19380401,0
664,19380402,0
664,19380403,26
664,19380404,51
664,19380405,0
664,19380406,2
664,19380407,9
664,19380408,6
664,19380409,11
664,19380410,0
664,19380411,0
664,19380412,0
664,19380413,0
664,19380414,7
664,19380415,0
664,19380416,0
664,19380417,0
664,19380418,9
664,19380419,18
664,19380420,0
664,19380421,0
664,19380422,0
664,19380423,14
664,19380424,25
664,19380425,0
664,19380426,0
664,19380427,0
664,19380428,0
664,19380429,0
664,19380430,3
664,19380501,0
664,19380502,0
664,19380503,5
664,19380504,0
664,19380505,0
664,19380506,0
664,19380507,0
664,19380508,9
664,19380509,0
664,19380510,0
664,19380511,0
664,19380512,0
664,19380513,0
664,19380514,0
664,19380515,0
664,19380516,26
664,19380517,4
664,19380518,143
664,19380519,5
664,19380520,0
664,19380521,25
664,19380522,0
664,19380523,0
664,19380524,4
664,19380525,39
664,19380526,41
664,19380527,0
664,19380528,9
664,19380529,19
664,19380530,17
664,19380531,162
664,19380601,0
664,19380602,31
664,19380603,0
664,19380604,17
664,19380605,0
664,19380606,37
664,19380607,0
664,19380608,0
664,19380609,197
664,19380610,23
664,19380611,0
664,19380612,0
664,19380613,0
664,19380614,5
664,19380615,0
664,19380616,6
664,19380617,0
664,19380618,0
664,19380619,0
664,19380620,0
664,19380621,0
664,19380622,0
664,19380623,0
664,19380624,0
664,19380625,0
664,19380626,0
664,19380627,0
664,19380628,50
664,19380629,0
664,19380630,11
664,19380701,30
664,19380702,34
664,19380703,67
664,19380704,19
664,19380705,101
664,19380706,32
664,19380707,18
664,19380708,0
664,19380709,0
664,19380710,13
664,19380711,38
664,19380712,17
664,19380713,14
664,19380714,0
664,19380715,0
664,19380716,80
664,19380717,0
664,19380718,9
664,19380719,14
664,19380720,0
664,19380721,0
664,19380722,0
664,19380723,0
664,19380724,0
664,19380725,0
664,19380726,0
664,19380727,175
664,19380728,0
664,19380729,0
664,19380730,0
664,19380731,0
664,19380801,0
664,19380802,0
664,19380803,0
664,19380804,0
664,19380805,0
664,19380806,6
664,19380807,0
664,19380808,92
664,19380809,38
664,19380810,0
664,19380811,0
664,19380812,167
664,19380813,38
664,19380814,21
664,19380815,0
664,19380816,1
664,19380817,7
664,19380818,66
664,19380819,0
664,19380820,7
664,19380821,0
664,19380822,56
664,19380823,72
664,19380824,0
664,19380825,0
664,19380826,0
664,19380827,9
664,19380828,0
664,19380829,1
664,19380830,29
664,19380831,9
664,19380901,0
664,19380902,0
664,19380903,2
664,19380904,2
664,19380905,3
664,19380906,0
664,19380907,22
664,19380908,5
664,19380909,80
664,19380910,1
664,19380911,0
664,19380912,2
664,19380913,2
664,19380914,0
664,19380915,104
664,19380916,0
664,19380917,0
664,19380918,0
664,19380919,0
664,19380920,98
664,19380921,0
664,19380922,0
664,19380923,0
664,19380924,0
664,19380925,0
664,19380926,0
664,19380927,0
664,19380928,0
664,19380929,18
664,19380930,18
664,19381001,0
664,19381002,38
664,19381003,19
664,19381004,117
664,19381005,49
664,19381006,74
664,19381007,80
664,19381008,245
664,19381009,82
664,19381010,165
664,19381011,2
664,19381012,6
664,19381013,16
664,19381014,107
664,19381015,0
664,19381016,0
664,19381017,40
664,19381018,54
664,19381019,37
664,19381020,65
664,19381021,1
664,19381022,0
664,19381023,0
664,19381024,0
664,19381025,0
664,19381026,0
664,19381027,1
664,19381028,10
664,19381029,2
664,19381030,2
664,19381031,1
664,19381101,0
664,19381102,21
664,19381103,22
664,19381104,36
664,19381105,37
664,19381106,11
664,19381107,6
664,19381108,1
664,19381109,0
664,19381110,0
664,19381111,0
664,19381112,2
664,19381113,1
664,19381114,2
664,19381115,3
664,19381116,0
664,19381117,0
664,19381118,3
664,19381119,3
664,19381120,12
664,19381121,28
664,19381122,243
664,19381123,5
664,19381124,21
664,19381125,81
664,19381126,97
664,19381127,22
664,19381128,0
664,19381129,35
664,19381130,16
664,19381201,22
664,19381202,21
664,19381203,22
664,19381204,35
664,19381205,16
664,19381206,68
664,19381207,4
664,19381208,1
664,19381209,38
664,19381210,5
664,19381211,2
664,19381212,0
664,19381213,0
664,19381214,0
664,19381215,0
664,19381216,0
664,19381217,0
664,19381218,0
664,19381219,0
664,19381220,0
664,19381221,0
664,19381222,68
664,19381223,57
664,19381224,0
664,19381225,0
664,19381226,0
664,19381227,56
664,19381228,33
664,19381229,0
664,19381230,92
664,19381231,26
664,19390101,58
664,19390102,99
664,19390103,13
664,19390104,34
664,19390105,98
664,19390106,22
664,19390107,2
664,19390108,23
664,19390109,0
664,19390110,6
664,19390111,11
664,19390112,4
664,19390113,8
664,19390114,0
664,19390115,99
664,19390116,12
664,19390117,13
664,19390118,53
664,19390119,16
664,19390120,14
664,19390121,2
664,19390122,6
664,19390123,42
664,19390124,144
664,19390125,13
664,19390126,7
664,19390127,39
664,19390128,5
664,19390129,0
664,19390130,0
664,19390131,0
664,19390201,0
664,19390202,0
664,19390203,0
664,19390204,0
664,19390205,0
664,19390206,0
664,19390207,0
664,19390208,3
664,19390209,0
664,19390210,81
664,19390211,12
664,19390212,0
664,19390213,37
664,19390214,0
664,19390215,24
664,19390216,1
664,19390217,11
664,19390218,14
664,19390219,0
664,19390220,63
664,19390221,0
664,19390222,0
664,19390223,26
664,19390224,24
664,19390225,0
664,19390226,33
664,19390227,21
664,19390228,0
664,19390301,34
664,19390302,19
664,19390303,0
664,19390304,0
664,19390305,6
664,19390306,75
664,19390307,7
664,19390308,6
664,19390309,132
664,19390310,17
664,19390311,0
664,19390312,0
664,19390313,0
664,19390314,10
664,19390315,12
664,19390316,11
664,19390317,36
664,19390318,1
664,19390319,2
664,19390320,86
664,19390321,139
664,19390322,27
664,19390323,95
664,19390324,41
664,19390325,1
664,19390326,13
664,19390327,9
664,19390328,30
664,19390329,15
664,19390330,0
664,19390331,0
664,19390401,0
664,19390402,0
664,19390403,54
664,19390404,63
664,19390405,52
664,19390406,6
664,19390407,12
664,19390408,0
664,19390409,0
664,19390410,0
664,19390411,0
664,19390412,0
664,19390413,0
664,19390414,16
664,19390415,196
664,19390416,0
664,19390417,59
664,19390418,74
664,19390419,0
664,19390420,0
664,19390421,0
664,19390422,0
664,19390423,14
664,19390424,22
664,19390425,196
664,19390426,28
664,19390427,0
664,19390428,0
664,19390429,0
664,19390430,2
664,19390501,26
664,19390502,138
664,19390503,0
664,19390504,0
664,19390505,0
664,19390506,0
664,19390507,0
664,19390508,0
664,19390509,0
664,19390510,0
664,19390511,0
664,19390512,35
664,19390513,6
664,19390514,0
664,19390515,0
664,19390516,0
664,19390517,44
664,19390518,20
664,19390519,0
664,19390520,0
664,19390521,0
664,19390522,0
664,19390523,0
664,19390524,0
664,19390525,0
664,19390526,0
664,19390527,0
664,19390528,0
664,19390529,0
664,19390530,0
664,19390531,0
664,19390601,0
664,19390602,0
664,19390603,0
664,19390604,0
664,19390605,0
664,19390606,0
664,19390607,0
664,19390608,0
664,19390609,0
664,19390610,0
664,19390611,0
664,19390612,25
664,19390613,1
664,19390614,13
664,19390615,0
664,19390616,0
664,19390617,0
664,19390618,0
664,19390619,30
664,19390620,1
664,19390621,87
664,19390622,0
664,19390623,0
664,19390624,0
664,19390625,50
664,19390626,0
664,19390627,0
664,19390628,0
664,19390629,3
664,19390630,0
664,19390701,10
664,19390702,123
664,19390703,0
664,19390704,0
664,19390705,0
664,19390706,0
664,19390707,0
664,19390708,10
664,19390709,28
664,19390710,26
664,19390711,0
664,19390712,0
664,19390713,0
664,19390714,0
664,19390715,66
664,19390716,53
664,19390717,162
664,19390718,29
664,19390719,0
664,19390720,7
664,19390721,0
664,19390722,53
664,19390723,5
664,19390724,58
664,19390725,45
664,19390726,70
664,19390727,32
664,19390728,0
664,19390729,2
664,19390730,0
664,19390731,76
664,19390801,0
664,19390802,86
664,19390803,51
664,19390804,7
664,19390805,58
664,19390806,34
664,19390807,19
664,19390808,4
664,19390809,6
664,19390810,0
664,19390811,15
664,19390812,119
664,19390813,0
664,19390814,50
664,19390815,2
664,19390816,0
664,19390817,0
664,19390818,0
664,19390819,0
664,19390820,0
664,19390821,2
664,19390822,0
664,19390823,0
664,19390824,0
664,19390825,0
664,19390826,0
664,19390827,0
664,19390828,2
664,19390829,8
664,19390830,2
664,19390831,0
664,19390901,21
664,19390902,0
664,19390903,0
664,19390904,96
664,19390905,233
664,19390906,4
664,19390907,0
664,19390908,0
664,19390909,0
664,19390910,0
664,19390911,0
664,19390912,170
664,19390913,3
664,19390914,22
664,19390915,66
664,19390916,2
664,19390917,2
664,19390918,0
664,19390919,0
664,19390920,0
664,19390921,23
664,19390922,26
664,19390923,0
664,19390924,0
664,19390925,6
664,19390926,25
664,19390927,25
664,19390928,0
664,19390929,0
664,19390930,0
664,19391001,0
664,19391002,0
664,19391003,0
664,19391004,0
664,19391005,0
664,19391006,17
664,19391007,45
664,19391008,15
664,19391009,0
664,19391010,0
664,19391011,17
664,19391012,27
664,19391013,26
664,19391014,59
664,19391015,74
664,19391016,101
664,19391017,8
664,19391018,2
664,19391019,146
664,19391020,48
664,19391021,57
664,19391022,0
664,19391023,1
664,19391024,143
664,19391025,18
664,19391026,52
664,19391027,9
664,19391028,85
664,19391029,33
664,19391030,0
664,19391031,0
664,19391101,0
664,19391102,1
664,19391103,9
664,19391104,39
664,19391105,9
664,19391106,5
664,19391107,0
664,19391108,6
664,19391109,19
664,19391110,54
664,19391111,2
664,19391112,26
664,19391113,1
664,19391114,2
664,19391115,0
664,19391116,81
664,19391117,55
664,19391118,3
664,19391119,167
664,19391120,149
664,19391121,5
664,19391122,0
664,19391123,0
664,19391124,7
664,19391125,38
664,19391126,112
664,19391127,176
664,19391128,265
664,19391129,28
664,19391130,176
664,19391201,22
664,19391202,20
664,19391203,26
664,19391204,0
664,19391205,17
664,19391206,13
664,19391207,3
664,19391208,0
664,19391209,73
664,19391210,10
664,19391211,23
664,19391212,0
664,19391213,1
664,19391214,0
664,19391215,0
664,19391216,0
664,19391217,0
664,19391218,0
664,19391219,0
664,19391220,0
664,19391221,0
664,19391222,0
664,19391223,0
664,19391224,0
664,19391225,0
664,19391226,0
664,19391227,32
664,19391228,25
664,19391229,0
664,19391230,3
664,19391231,79
664,19400101,4
664,19400102,2
664,19400103,0
664,19400104,0
664,19400105,0
664,19400106,0
664,19400107,0
664,19400108,28
664,19400109,3
664,19400110,0
664,19400111,0
664,19400112,0
664,19400113,0
664,19400114,0
664,19400115,12
664,19400116,39
664,19400117,18
664,19400118,30
664,19400119,0
664,19400120,0
664,19400121,20
664,19400122,4
664,19400123,26
664,19400124,6
664,19400125,0
664,19400126,0
664,19400127,1
664,19400128,0
664,19400129,0
664,19400130,0
664,19400131,0
664,19400201,0
664,19400202,2
664,19400203,1
664,19400204,0
664,19400205,38
664,19400206,52
664,19400207,3
664,19400208,82
664,19400209,2
664,19400210,0
664,19400211,0
664,19400212,0
664,19400213,21
664,19400214,17
664,19400215,16
664,19400216,5
664,19400217,0
664,19400218,0
664,19400219,0
664,19400220,0
664,19400221,0
664,19400222,0
664,19400223,4
664,19400224,94
664,19400225,0
664,19400226,0
664,19400227,0
664,19400228,36
664,19400229,0
664,19400301,0
664,19400302,0
664,19400303,0
664,19400304,0
664,19400305,1
664,19400306,24
664,19400307,6
664,19400308,0
664,19400309,10
664,19400310,37
664,19400311,53
664,19400312,5
664,19400313,44
664,19400314,184
664,19400315,122
664,19400316,45
664,19400317,4
664,19400318,118
664,19400319,31
664,19400320,102
664,19400321,57
664,19400322,0
664,19400323,128
664,19400324,0
664,19400325,0
664,19400326,94
664,19400327,4
664,19400328,42
664,19400329,25
664,19400330,22
664,19400331,4
664,19400401,2
664,19400402,0
664,19400403,39
664,19400404,16
664,19400405,91
664,19400406,23
664,19400407,0
664,19400408,0
664,19400409,33
664,19400410,5
664,19400411,0
664,19400412,0
664,19400413,64
664,19400414,2
664,19400415,57
664,19400416,83
664,19400417,16
664,19400418,0
664,19400419,54
664,19400420,0
664,19400421,0
664,19400422,0
664,19400423,0
664,19400424,0
664,19400425,0
664,19400426,8
664,19400427,0
664,19400428,82
664,19400429,18
664,19400430,0
664,19400501,0
664,19400502,0
664,19400503,0
664,19400504,0
664,19400505,53
664,19400506,1
664,19400507,58
664,19400508,1
664,19400509,0
664,19400510,0
664,19400511,0
664,19400512,0
664,19400513,0
664,19400514,17
664,19400515,0
664,19400516,0
664,19400517,0
664,19400518,0
664,19400519,0
664,19400520,0
664,19400521,0
664,19400522,0
664,19400523,0
664,19400524,80
664,19400525,0
664,19400526,0
664,19400527,40
664,19400528,0
664,19400529,71
664,19400530,14
664,19400531,14
664,19400601,4
664,19400602,1
664,19400603,0
664,19400604,0
664,19400605,0
664,19400606,0
664,19400607,0
664,19400608,0
664,19400609,0
664,19400610,0
664,19400611,0
664,19400612,0
664,19400613,60
664,19400614,42
664,19400615,26
664,19400616,87
664,19400617,9
664,19400618,0
664,19400619,0
664,19400620,0
664,19400621,0
664,19400622,0
664,19400623,0
664,19400624,190
664,19400625,1
664,19400626,1
664,19400627,59
664,19400628,1
664,19400629,0
664,19400630,0
664,19400701,0
664,19400702,0
664,19400703,0
664,19400704,15
664,19400705,33
664,19400706,5
664,19400707,77
664,19400708,29
664,19400709,13
664,19400710,0
664,19400711,0
664,19400712,195
664,19400713,1
664,19400714,2
664,19400715,0
664,19400716,85
664,19400717,33
664,19400718,7
664,19400719,61
664,19400720,6
664,19400721,3
664,19400722,20
664,19400723,42
664,19400724,0
664,19400725,48
664,19400726,7
664,19400727,43
664,19400728,61
664,19400729,60
664,19400730,180
664,19400731,5
664,19400801,5
664,19400802,0
664,19400803,0
664,19400804,0
664,19400805,0
664,19400806,0
664,19400807,0
664,19400808,0
664,19400809,48
664,19400810,0
664,19400811,0
664,19400812,34
664,19400813,1
664,19400814,0
664,19400815,36
664,19400816,8
664,19400817,1
664,19400818,0
664,19400819,60
664,19400820,93
664,19400821,205
664,19400822,95
664,19400823,32
664,19400824,59
664,19400825,3
664,19400826,0
664,19400827,0
664,19400828,0
664,19400829,0
664,19400830,42
664,19400831,0
664,19400901,0
664,19400902,0
664,19400903,0
664,19400904,0
664,19400905,0
664,19400906,0
664,19400907,0
664,19400908,0
664,19400909,11
664,19400910,0
664,19400911,8
664,19400912,4
664,19400913,83
664,19400914,103
664,19400915,62
664,19400916,39
664,19400917,33
664,19400918,11
664,19400919,39
664,19400920,25
664,19400921,57
664,19400922,21
664,19400923,0
664,19400924,1
664,19400925,11
664,19400926,0
664,19400927,3
664,19400928,54
664,19400929,9
664,19400930,0
664,19401001,0
664,19401002,0
664,19401003,0
664,19401004,0
664,19401005,34
664,19401006,14
664,19401007,89
664,19401008,15
664,19401009,1
664,19401010,47
664,19401011,1
664,19401012,27
664,19401013,10
664,19401014,65
664,19401015,1
664,19401016,1
664,19401017,78
664,19401018,21
664,19401019,1
664,19401020,0
664,19401021,0
664,19401022,0
664,19401023,55
664,19401024,11
664,19401025,0
664,19401026,0
664,19401027,0
664,19401028,0
664,19401029,0
664,19401030,0
664,19401031,16
664,19401101,60
664,19401102,13
664,19401103,279
664,19401104,99
664,19401105,70
664,19401106,45
664,19401107,47
664,19401108,2
664,19401109,0
664,19401110,5
664,19401111,0
664,19401112,143
664,19401113,87
664,19401114,61
664,19401115,9
664,19401116,0
664,19401117,5
664,19401118,23
664,19401119,5
664,19401120,16
664,19401121,119
664,19401122,20
664,19401123,21
664,19401124,4
664,19401125,0
664,19401126,0
664,19401127,0
664,19401128,20
664,19401129,21
664,19401130,5
664,19401201,0
664,19401202,0
664,19401203,7
664,19401204,1
664,19401205,115
664,19401206,107
664,19401207,97
664,19401208,64
664,19401209,3
664,19401210,140
664,19401211,33
664,19401212,32
664,19401213,0
664,19401214,0
664,19401215,0
664,19401216,0
664,19401217,24
664,19401218,19
664,19401219,88
664,19401220,62
664,19401221,0
664,19401222,0
664,19401223,0
664,19401224,7
664,19401225,3
664,19401226,4
664,19401227,45
664,19401228,9
664,19401229,19
664,19401230,235
664,19401231,220
664,19410101,0
664,19410102,0
664,19410103,2
664,19410104,0
664,19410105,1
664,19410106,0
664,19410107,4
664,19410108,0
664,19410109,0
664,19410110,0
664,19410111,0
664,19410112,0
664,19410113,24
664,19410114,24
664,19410115,55
664,19410116,6
664,19410117,0
664,19410118,5
664,19410119,97
664,19410120,5
664,19410121,191
664,19410122,52
664,19410123,2
664,19410124,0
664,19410125,5
664,19410126,0
664,19410127,0
664,19410128,0
664,19410129,0
664,19410130,0
664,19410131,0
664,19410201,0
664,19410202,8
664,19410203,17
664,19410204,0
664,19410205,0
664,19410206,0
664,19410207,0
664,19410208,11
664,19410209,28
664,19410210,75
664,19410211,0
664,19410212,7
664,19410213,30
664,19410214,37
664,19410215,0
664,19410216,0
664,19410217,26
664,19410218,0
664,19410219,29
664,19410220,25
664,19410221,7
664,19410222,0
664,19410223,2
664,19410224,2
664,19410225,0
664,19410226,3
664,19410227,0
664,19410228,65
664,19410301,122
664,19410302,63
664,19410303,92
664,19410304,29
664,19410305,24
664,19410306,1
664,19410307,0
664,19410308,2
664,19410309,195
664,19410310,19
664,19410311,0
664,19410312,0
664,19410313,0
664,19410314,0
664,19410315,0
664,19410316,0
664,19410317,0
664,19410318,0
664,19410319,0
664,19410320,0
664,19410321,0
664,19410322,26
664,19410323,0
664,19410324,7
664,19410325,12
664,19410326,134
664,19410327,85
664,19410328,1
664,19410329,100
664,19410330,8
664,19410331,0
664,19410401,0
664,19410402,11
664,19410403,26
664,19410404,0
664,19410405,0
664,19410406,0
664,19410407,0
664,19410408,0
664,19410409,0
664,19410410,0
664,19410411,0
664,19410412,37
664,19410413,1
664,19410414,2
664,19410415,7
664,19410416,0
664,19410417,0
664,19410418,0
664,19410419,27
664,19410420,62
664,19410421,28
664,19410422,0
664,19410423,0
664,19410424,0
664,19410425,0
664,19410426,0
664,19410427,0
664,19410428,0
664,19410429,0
664,19410430,0
664,19410501,0
664,19410502,0
664,19410503,0
664,19410504,0
664,19410505,0
664,19410506,0
664,19410507,0
664,19410508,0
664,19410509,0
664,19410510,0
664,19410511,0
664,19410512,0
664,19410513,0
664,19410514,0
664,19410515,0
664,19410516,0
664,19410517,0
664,19410518,0
664,19410519,45
664,19410520,23
664,19410521,0
664,19410522,0
664,19410523,14
664,19410524,32
664,19410525,0
664,19410526,9
664,19410527,2
664,19410528,1
664,19410529,4
664,19410530,63
664,19410531,0
664,19410601,6
664,19410602,0
664,19410603,0
664,19410604,0
664,19410605,0
664,19410606,0
664,19410607,9
664,19410608,0
664,19410609,4
664,19410610,0
664,19410611,14
664,19410612,0
664,19410613,0
664,19410614,0
664,19410615,17
664,19410616,6
664,19410617,0
664,19410618,0
664,19410619,0
664,19410620,0
664,19410621,0
664,19410622,0
664,19410623,0
664,19410624,0
664,19410625,0
664,19410626,142
664,19410627,0
664,19410628,0
664,19410629,0
664,19410630,0
664,19410701,0
664,19410702,0
664,19410703,0
664,19410704,2
664,19410705,50
664,19410706,0
664,19410707,0
664,19410708,0
664,19410709,0
664,19410710,0
664,19410711,0
664,19410712,0
664,19410713,5
664,19410714,83
664,19410715,0
664,19410716,0
664,19410717,15
664,19410718,0
664,19410719,0
664,19410720,65
664,19410721,266
664,19410722,1
664,19410723,0
664,19410724,0
664,19410725,0
664,19410726,0
664,19410727,20
664,19410728,0
664,19410729,0
664,19410730,13
664,19410731,59
664,19410801,12
664,19410802,97
664,19410803,1
664,19410804,0
664,19410805,204
664,19410806,132
664,19410807,131
664,19410808,9
664,19410809,14
664,19410810,40
664,19410811,33
664,19410812,223
664,19410813,25
664,19410814,89
664,19410815,1
664,19410816,29
664,19410817,0
664,19410818,53
664,19410819,1
664,19410820,65
664,19410821,74
664,19410822,27
664,19410823,22
664,19410824,65
664,19410825,16
664,19410826,8
664,19410827,3
664,19410828,0
664,19410829,98
664,19410830,208
664,19410831,288
664,19410901,3
664,19410902,0
664,19410903,0
664,19410904,0
664,19410905,0
664,19410906,0
664,19410907,0
664,19410908,0
664,19410909,0
664,19410910,5
664,19410911,65
664,19410912,21
664,19410913,3
664,19410914,46
664,19410915,79
664,19410916,0
664,19410917,0
664,19410918,0
664,19410919,0
664,19410920,0
664,19410921,0
664,19410922,2
664,19410923,1
664,19410924,2
664,19410925,2
664,19410926,0
664,19410927,0
664,19410928,0
664,19410929,0
664,19410930,0
664,19411001,17
664,19411002,2
664,19411003,1
664,19411004,0
664,19411005,0
664,19411006,0
664,19411007,0
664,19411008,0
664,19411009,0
664,19411010,233
664,19411011,172
664,19411012,182
664,19411013,0
664,19411014,0
664,19411015,22
664,19411016,16
664,19411017,85
664,19411018,161
664,19411019,354
664,19411020,7
664,19411021,1
664,19411022,48
664,19411023,38
664,19411024,2
664,19411025,0
664,19411026,52
664,19411027,27
664,19411028,110
664,19411029,75
664,19411030,20
664,19411031,30
664,19411101,3
664,19411102,48
664,19411103,3
664,19411104,34
664,19411105,7
664,19411106,3
664,19411107,71
664,19411108,34
664,19411109,19
664,19411110,0
664,19411111,4
664,19411112,3
664,19411113,9
664,19411114,1
664,19411115,0
664,19411116,8
664,19411117,2
664,19411118,43
664,19411119,11
664,19411120,1
664,19411121,1
664,19411122,15
664,19411123,0
664,19411124,0
664,19411125,2
664,19411126,15
664,19411127,0
664,19411128,0
664,19411129,0
664,19411130,0
664,19411201,0
664,19411202,0
664,19411203,0
664,19411204,2
664,19411205,10
664,19411206,4
664,19411207,159
664,19411208,111
664,19411209,29
664,19411210,13
664,19411211,30
664,19411212,61
664,19411213,41
664,19411214,8
664,19411215,152
664,19411216,3
664,19411217,17
664,19411218,11
664,19411219,2
664,19411220,4
664,19411221,0
664,19411222,3
664,19411223,1
664,19411224,15
664,19411225,0
664,19411226,1
664,19411227,79
664,19411228,8
664,19411229,0
664,19411230,3
664,19411231,26
664,19420101,7
664,19420102,5
664,19420103,21
664,19420104,23
664,19420105,98
664,19420106,8
664,19420107,0
664,19420108,32
664,19420109,19
664,19420110,15
664,19420111,0
664,19420112,0
664,19420113,0
664,19420114,0
664,19420115,0
664,19420116,0
664,19420117,0
664,19420118,0
664,19420119,0
664,19420120,0
664,19420121,0
664,19420122,0
664,19420123,0
664,19420124,18
664,19420125,47
664,19420126,28
664,19420127,14
664,19420128,29
664,19420129,26
664,19420130,25
664,19420131,34
664,19420201,24
664,19420202,0
664,19420203,3
664,19420204,35
664,19420205,25
664,19420206,0
664,19420207,2
664,19420208,0
664,19420209,2
664,19420210,2
664,19420211,66
664,19420212,3
664,19420213,45
664,19420214,33
664,19420215,0
664,19420216,0
664,19420217,0
664,19420218,0
664,19420219,0
664,19420220,0
664,19420221,2
664,19420222,0
664,19420223,0
664,19420224,0
664,19420225,5
664,19420226,1
664,19420227,0
664,19420228,0
664,19420301,0
664,19420302,0
664,19420303,0
664,19420304,0
664,19420305,63
664,19420306,0
664,19420307,45
664,19420308,0
664,19420309,0
664,19420310,0
664,19420311,0
664,19420312,0
664,19420313,0
664,19420314,0
664,19420315,0
664,19420316,0
664,19420317,0
664,19420318,60
664,19420319,27
664,19420320,22
664,19420321,1
664,19420322,0
664,19420323,0
664,19420324,0
664,19420325,0
664,19420326,0
664,19420327,0
664,19420328,0
664,19420329,0
664,19420330,0
664,19420331,0
664,19420401,109
664,19420402,42
664,19420403,12
664,19420404,2
664,19420405,7
664,19420406,40
664,19420407,0
664,19420408,39
664,19420409,9
664,19420410,29
664,19420411,30
664,19420412,0
664,19420413,0
664,19420414,0
664,19420415,0
664,19420416,0
664,19420417,0
664,19420418,0
664,19420419,0
664,19420420,0
664,19420421,0
664,19420422,0
664,19420423,0
664,19420424,0
664,19420425,0
664,19420426,0
664,19420427,0
664,19420428,0
664,19420429,0
664,19420430,0
664,19420501,0
664,19420502,54
664,19420503,15
664,19420504,1
664,19420505,0
664,19420506,0
664,19420507,0
664,19420508,0
664,19420509,0
664,19420510,0
664,19420511,0
664,19420512,114
664,19420513,31
664,19420514,20
664,19420515,1
664,19420516,0
664,19420517,0
664,19420518,5
664,19420519,31
664,19420520,0
664,19420521,26
664,19420522,21
664,19420523,1
664,19420524,38
664,19420525,32
664,19420526,0
664,19420527,91
664,19420528,10
664,19420529,5
664,19420530,3
664,19420531,74
664,19420601,41
664,19420602,0
664,19420603,0
664,19420604,0
664,19420605,0
664,19420606,0
664,19420607,0
664,19420608,40
664,19420609,0
664,19420610,0
664,19420611,0
664,19420612,0
664,19420613,79
664,19420614,7
664,19420615,62
664,19420616,6
664,19420617,5
664,19420618,28
664,19420619,0
664,19420620,0
664,19420621,0
664,19420622,0
664,19420623,0
664,19420624,0
664,19420625,5
664,19420626,0
664,19420627,0
664,19420628,17
664,19420629,3
664,19420630,0
664,19420701,34
664,19420702,0
664,19420703,0
664,19420704,0
664,19420705,0
664,19420706,0
664,19420707,0
664,19420708,8
664,19420709,36
664,19420710,6
664,19420711,56
664,19420712,371
664,19420713,27
664,19420714,0
664,19420715,33
664,19420716,105
664,19420717,22
664,19420718,10
664,19420719,168
664,19420720,37
664,19420721,66
664,19420722,5
664,19420723,215
664,19420724,223
664,19420725,0
664,19420726,0
664,19420727,0
664,19420728,218
664,19420729,0
664,19420730,1
664,19420731,0
664,19420801,0
664,19420802,1
664,19420803,4
664,19420804,8
664,19420805,39
664,19420806,6
664,19420807,0
664,19420808,1
664,19420809,2
664,19420810,0
664,19420811,28
664,19420812,48
664,19420813,196
664,19420814,48
664,19420815,6
664,19420816,4
664,19420817,72
664,19420818,3
664,19420819,0
664,19420820,38
664,19420821,12
664,19420822,0
664,19420823,53
664,19420824,23
664,19420825,1
664,19420826,0
664,19420827,0
664,19420828,0
664,19420829,0
664,19420830,0
664,19420831,75
664,19420901,34
664,19420902,38
664,19420903,4
664,19420904,0
664,19420905,20
664,19420906,10
