STN,YYYYMMDD,   RD
664,19740918,36
664,19740919,0
664,19740920,4
664,19740921,0
664,19740922,31
664,19740923,50
664,19740924,92
664,19740925,80
664,19740926,46
664,19740927,4
664,19740928,95
664,19740929,0
664,19740930,8
664,19741001,0
664,19741002,0
664,19741003,0
664,19741004,136
664,19741005,45
664,19741006,24
664,19741007,55
664,19741008,19
664,19741009,0
664,19741010,59
664,19741011,9
664,19741012,12
664,19741013,17
664,19741014,0
664,19741015,0
664,19741016,0
664,19741017,10
664,19741018,0
664,19741019,114
664,19741020,9
664,19741021,0
664,19741022,1
664,19741023,218
664,19741024,0
664,19741025,11
664,19741026,78
664,19741027,24
664,19741028,95
664,19741029,58
664,19741030,2
664,19741031,30
664,19741101,18
664,19741102,2
664,19741103,0
664,19741104,47
664,19741105,0
664,19741106,0
664,19741107,0
664,19741108,0
664,19741109,24
664,19741110,50
664,19741111,0
664,19741112,44
664,19741113,11
664,19741114,0
664,19741115,29
664,19741116,161
664,19741117,11
664,19741118,2
664,19741119,2
664,19741120,9
664,19741121,14
664,19741122,4
664,19741123,100
664,19741124,36
664,19741125,28
664,19741126,57
664,19741127,14
664,19741128,161
664,19741129,13
664,19741130,8
664,19741201,50
664,19741202,14
664,19741203,38
664,19741204,4
664,19741205,55
664,19741206,37
664,19741207,51
664,19741208,58
664,19741209,54
664,19741210,9
664,19741211,75
664,19741212,78
664,19741213,64
664,19741214,12
664,19741215,33
664,19741216,23
664,19741217,105
664,19741218,128
664,19741219,16
664,19741220,2
664,19741221,0
664,19741222,0
664,19741223,0
664,19741224,3
664,19741225,63
664,19741226,211
664,19741227,51
664,19741228,22
664,19741229,9
664,19741230,76
664,19741231,23
664,19750101,3
664,19750102,12
664,19750103,0
664,19750104,0
664,19750105,19
664,19750106,12
664,19750107,166
664,19750108,26
664,19750109,0
664,19750110,0
664,19750111,0
664,19750112,0
664,19750113,0
664,19750114,0
664,19750115,7
664,19750116,21
664,19750117,17
664,19750118,94
664,19750119,23
664,19750120,6
664,19750121,8
664,19750122,5
664,19750123,90
664,19750124,38
664,19750125,0
664,19750126,42
664,19750127,39
664,19750128,161
664,19750129,68
664,19750130,2
664,19750131,36
664,19750201,58
664,19750202,0
664,19750203,0
664,19750204,0
664,19750205,0
664,19750206,0
664,19750207,0
664,19750208,0
664,19750209,0
664,19750210,0
664,19750211,0
664,19750212,0
664,19750213,52
664,19750214,81
664,19750215,0
664,19750216,0
664,19750217,0
664,19750218,36
664,19750219,40
664,19750220,0
664,19750221,0
664,19750222,0
664,19750223,0
664,19750224,0
664,19750225,0
664,19750226,0
664,19750227,0
664,19750228,0
664,19750301,0
664,19750302,0
664,19750303,31
664,19750304,0
664,19750305,17
664,19750306,32
664,19750307,22
664,19750308,125
664,19750309,0
664,19750310,5
664,19750311,2
664,19750312,4
664,19750313,0
664,19750314,0
664,19750315,85
664,19750316,44
664,19750317,5
664,19750318,15
664,19750319,5
664,19750320,9
664,19750321,20
664,19750322,0
664,19750323,0
664,19750324,3
664,19750325,42
664,19750326,182
664,19750327,15
664,19750328,71
664,19750329,108
664,19750330,51
664,19750331,0
664,19750401,0
664,19750402,37
664,19750403,15
664,19750404,19
664,19750405,105
664,19750406,0
664,19750407,15
664,19750408,62
664,19750409,26
664,19750410,30
664,19750411,6
664,19750412,6
664,19750413,16
664,19750414,47
664,19750415,105
664,19750416,22
664,19750417,0
664,19750418,0
664,19750419,0
664,19750420,44
664,19750421,0
664,19750422,0
664,19750423,0
664,19750424,0
664,19750425,0
664,19750426,6
664,19750427,2
664,19750428,22
664,19750429,0
664,19750430,66
664,19750501,0
664,19750502,0
664,19750503,76
664,19750504,9
664,19750505,0
664,19750506,0
664,19750507,18
664,19750508,28
664,19750509,110
664,19750510,130
664,19750511,20
664,19750512,3
664,19750513,0
664,19750514,10
664,19750515,2
664,19750516,0
664,19750517,0
664,19750518,0
664,19750519,0
664,19750520,0
664,19750521,0
664,19750522,0
664,19750523,0
664,19750524,0
664,19750525,0
664,19750526,0
664,19750527,0
664,19750528,0
664,19750529,0
664,19750530,0
664,19750531,4
664,19750601,7
664,19750602,8
664,19750603,38
664,19750604,36
664,19750605,2
664,19750606,0
664,19750607,0
664,19750608,0
664,19750609,0
664,19750610,0
664,19750611,0
664,19750612,0
664,19750613,0
664,19750614,0
664,19750615,65
664,19750616,35
664,19750617,0
664,19750618,34
664,19750619,18
664,19750620,0
664,19750621,0
664,19750622,4
664,19750623,81
664,19750624,11
664,19750625,0
664,19750626,0
664,19750627,0
664,19750628,0
664,19750629,0
664,19750630,0
664,19750701,13
664,19750702,0
664,19750703,0
664,19750704,0
664,19750705,0
664,19750706,0
664,19750707,0
664,19750708,0
664,19750709,180
664,19750710,0
664,19750711,98
664,19750712,14
664,19750713,5
664,19750714,3
664,19750715,3
664,19750716,0
664,19750717,0
664,19750718,83
664,19750719,135
664,19750720,73
664,19750721,30
664,19750722,7
664,19750723,0
664,19750724,15
664,19750725,49
664,19750726,18
664,19750727,0
664,19750728,0
664,19750729,0
664,19750730,0
664,19750731,0
664,19750801,0
664,19750802,0
664,19750803,0
664,19750804,0
664,19750805,0
664,19750806,0
664,19750807,0
664,19750808,0
664,19750809,0
664,19750810,0
664,19750811,0
664,19750812,8
664,19750813,0
664,19750814,0
664,19750815,0
664,19750816,25
664,19750817,75
664,19750818,0
664,19750819,0
664,19750820,9
664,19750821,0
664,19750822,80
664,19750823,45
664,19750824,0
664,19750825,74
664,19750826,0
664,19750827,0
664,19750828,0
664,19750829,0
664,19750830,0
664,19750831,0
664,19750901,0
664,19750902,77
664,19750903,0
664,19750904,0
664,19750905,0
664,19750906,0
664,19750907,0
664,19750908,0
664,19750909,0
664,19750910,34
664,19750911,17
664,19750912,0
664,19750913,49
664,19750914,103
664,19750915,6
664,19750916,0
664,19750917,0
664,19750918,0
664,19750919,0
664,19750920,0
664,19750921,31
664,19750922,0
664,19750923,0
664,19750924,10
664,19750925,0
664,19750926,129
664,19750927,57
664,19750928,59
664,19750929,12
664,19750930,0
664,19751001,37
664,19751002,0
664,19751003,9
664,19751004,6
664,19751005,70
664,19751006,2
664,19751007,0
664,19751008,0
664,19751009,3
664,19751010,47
664,19751011,1
664,19751012,0
664,19751013,5
664,19751014,14
664,19751015,0
664,19751016,0
664,19751017,0
664,19751018,0
664,19751019,0
664,19751020,0
664,19751021,0
664,19751022,0
664,19751023,0
664,19751024,0
664,19751025,0
664,19751026,0
664,19751027,0
664,19751028,0
664,19751029,0
664,19751030,0
664,19751031,0
664,19751101,4
664,19751102,44
664,19751103,5
664,19751104,23
664,19751105,0
664,19751106,0
664,19751107,26
664,19751108,0
664,19751109,0
664,19751110,0
664,19751111,0
664,19751112,0
664,19751113,9
664,19751114,0
664,19751115,4
664,19751116,117
664,19751117,37
664,19751118,0
664,19751119,3
664,19751120,134
664,19751121,19
664,19751122,23
664,19751123,0
664,19751124,0
664,19751125,0
664,19751126,32
664,19751127,39
664,19751128,83
664,19751129,157
664,19751130,0
664,19751201,0
664,19751202,82
664,19751203,17
664,19751204,0
664,19751205,31
664,19751206,15
664,19751207,0
664,19751208,7
664,19751209,0
664,19751210,0
664,19751211,0
664,19751212,0
664,19751213,43
664,19751214,0
664,19751215,0
664,19751216,0
664,19751217,2
664,19751218,0
664,19751219,0
664,19751220,12
664,19751221,10
664,19751222,0
664,19751223,0
664,19751224,2
664,19751225,51
664,19751226,19
664,19751227,0
664,19751228,0
664,19751229,0
664,19751230,0
664,19751231,0
664,19760101,84
664,19760102,154
664,19760103,163
664,19760104,35
664,19760105,34
664,19760106,131
664,19760107,2
664,19760108,0
664,19760109,0
664,19760110,104
664,19760111,23
664,19760112,11
664,19760113,26
664,19760114,12
664,19760115,57
664,19760116,54
664,19760117,6
664,19760118,4
664,19760119,3
664,19760120,37
664,19760121,101
664,19760122,18
664,19760123,23
664,19760124,27
664,19760125,15
664,19760126,0
664,19760127,68
664,19760128,0
664,19760129,0
664,19760130,0
664,19760131,0
664,19760201,0
664,19760202,0
664,19760203,0
664,19760204,0
664,19760205,0
664,19760206,0
664,19760207,0
664,19760208,0
664,19760209,2
664,19760210,24
664,19760211,19
664,19760212,51
664,19760213,103
664,19760214,23
664,19760215,0
664,19760216,0
664,19760217,0
664,19760218,0
664,19760219,0
664,19760220,0
664,19760221,0
664,19760222,0
664,19760223,0
664,19760224,3
664,19760225,3
664,19760226,0
664,19760227,0
664,19760228,0
664,19760229,0
664,19760301,63
664,19760302,0
664,19760303,0
664,19760304,0
664,19760305,0
664,19760306,0
664,19760307,0
664,19760308,0
664,19760309,0
664,19760310,0
664,19760311,0
664,19760312,0
664,19760313,21
664,19760314,0
664,19760315,0
664,19760316,3
664,19760317,0
664,19760318,3
664,19760319,2
664,19760320,0
664,19760321,0
664,19760322,0
664,19760323,0
664,19760324,0
664,19760325,34
664,19760326,73
664,19760327,69
664,19760328,14
664,19760329,0
664,19760330,5
664,19760331,2
664,19760401,0
664,19760402,0
664,19760403,44
664,19760404,0
664,19760405,6
664,19760406,0
664,19760407,6
664,19760408,24
664,19760409,0
664,19760410,0
664,19760411,0
664,19760412,0
664,19760413,0
664,19760414,0
664,19760415,8
664,19760416,0
664,19760417,0
664,19760418,0
664,19760419,0
664,19760420,0
664,19760421,0
664,19760422,0
664,19760423,0
664,19760424,0
664,19760425,0
664,19760426,0
664,19760427,0
664,19760428,0
664,19760429,0
664,19760430,0
664,19760501,2
664,19760502,7
664,19760503,4
664,19760504,47
664,19760505,40
664,19760506,0
664,19760507,0
664,19760508,0
664,19760509,0
664,19760510,0
664,19760511,0
664,19760512,0
664,19760513,24
664,19760514,64
664,19760515,0
664,19760516,0
664,19760517,0
664,19760518,0
664,19760519,2
664,19760520,46
664,19760521,32
664,19760522,47
664,19760523,0
664,19760524,0
664,19760525,1
664,19760526,43
664,19760527,162
664,19760528,23
664,19760529,0
664,19760530,84
664,19760531,6
664,19760601,11
664,19760602,0
664,19760603,3
664,19760604,0
664,19760605,0
664,19760606,0
664,19760607,0
664,19760608,0
664,19760609,0
664,19760610,0
664,19760611,0
664,19760612,0
664,19760613,0
664,19760614,0
664,19760615,0
664,19760616,1
664,19760617,0
664,19760618,0
664,19760619,0
664,19760620,206
664,19760621,237
664,19760622,0
664,19760623,0
664,19760624,0
664,19760625,0
664,19760626,0
664,19760627,0
664,19760628,0
664,19760629,0
664,19760630,0
664,19760701,0
664,19760702,0
664,19760703,0
664,19760704,0
664,19760705,0
664,19760706,0
664,19760707,0
664,19760708,0
664,19760709,0
664,19760710,0
664,19760711,0
664,19760712,0
664,19760713,4
664,19760714,72
664,19760715,2
664,19760716,0
664,19760717,14
664,19760718,50
664,19760719,3
664,19760720,0
664,19760721,40
664,19760722,112
664,19760723,7
664,19760724,0
664,19760725,0
664,19760726,31
664,19760727,0
664,19760728,0
664,19760729,0
664,19760730,0
664,19760731,34
664,19760801,4
664,19760802,28
664,19760803,9
664,19760804,32
664,19760805,0
664,19760806,0
664,19760807,0
664,19760808,0
664,19760809,0
664,19760810,0
664,19760811,0
664,19760812,0
664,19760813,11
664,19760814,0
664,19760815,0
664,19760816,0
664,19760817,0
664,19760818,0
664,19760819,30
664,19760820,0
664,19760821,0
664,19760822,0
664,19760823,0
664,19760824,0
664,19760825,0
664,19760826,0
664,19760827,2
664,19760828,3
664,19760829,39
664,19760830,29
664,19760831,10
664,19760901,0
664,19760902,128
664,19760903,40
664,19760904,18
664,19760905,46
664,19760906,0
664,19760907,0
664,19760908,0
664,19760909,0
664,19760910,6
664,19760911,11
664,19760912,9
664,19760913,2
664,19760914,0
664,19760915,0
664,19760916,0
664,19760917,49
664,19760918,16
664,19760919,0
664,19760920,0
664,19760921,0
664,19760922,0
664,19760923,0
664,19760924,21
664,19760925,0
664,19760926,2
664,19760927,2
664,19760928,75
664,19760929,84
664,19760930,45
664,19761001,2
664,19761002,20
664,19761003,2
664,19761004,0
664,19761005,32
664,19761006,30
664,19761007,78
664,19761008,20
664,19761009,0
664,19761010,0
664,19761011,0
664,19761012,0
664,19761013,43
664,19761014,23
664,19761015,0
664,19761016,0
664,19761017,0
664,19761018,0
664,19761019,0
664,19761020,30
664,19761021,0
664,19761022,11
664,19761023,6
664,19761024,0
664,19761025,4
664,19761026,0
664,19761027,0
664,19761028,0
664,19761029,0
664,19761030,2
664,19761031,3
664,19761101,0
664,19761102,3
664,19761103,8
664,19761104,123
664,19761105,0
664,19761106,0
664,19761107,30
664,19761108,11
664,19761109,21
664,19761110,9
664,19761111,23
664,19761112,32
664,19761113,0
664,19761114,0
664,19761115,7
664,19761116,0
664,19761117,11
664,19761118,0
664,19761119,0
664,19761120,0
664,19761121,0
664,19761122,15
664,19761123,14
664,19761124,11
664,19761125,41
664,19761126,6
664,19761127,0
664,19761128,0
664,19761129,28
664,19761130,38
664,19761201,154
664,19761202,4
664,19761203,17
664,19761204,11
664,19761205,13
664,19761206,0
664,19761207,79
664,19761208,4
664,19761209,17
664,19761210,0
664,19761211,49
664,19761212,32
664,19761213,0
664,19761214,30
664,19761215,0
664,19761216,5
664,19761217,0
664,19761218,79
664,19761219,0
664,19761220,45
664,19761221,2
664,19761222,16
664,19761223,0
664,19761224,0
664,19761225,2
664,19761226,2
664,19761227,0
664,19761228,38
664,19761229,9
664,19761230,0
664,19761231,0
664,19770101,46
664,19770102,0
664,19770103,12
664,19770104,23
664,19770105,0
664,19770106,16
664,19770107,19
664,19770108,12
664,19770109,29
664,19770110,67
664,19770111,18
664,19770112,0
664,19770113,0
664,19770114,29
664,19770115,26
664,19770116,64
664,19770117,8
664,19770118,0
664,19770119,0
664,19770120,7
664,19770121,0
664,19770122,52
664,19770123,22
664,19770124,20
664,19770125,29
664,19770126,26
664,19770127,79
664,19770128,52
664,19770129,6
664,19770130,0
664,19770131,0
664,19770201,0
664,19770202,0
664,19770203,0
664,19770204,61
664,19770205,65
664,19770206,21
664,19770207,61
664,19770208,117
664,19770209,14
664,19770210,36
664,19770211,51
664,19770212,12
664,19770213,0
664,19770214,0
664,19770215,0
664,19770216,0
664,19770217,0
664,19770218,45
664,19770219,39
664,19770220,3
664,19770221,59
664,19770222,14
664,19770223,21
664,19770224,6
664,19770225,38
664,19770226,59
664,19770227,0
664,19770228,0
664,19770301,0
664,19770302,0
664,19770303,15
664,19770304,16
664,19770305,24
664,19770306,0
664,19770307,0
664,19770308,4
664,19770309,0
664,19770310,0
664,19770311,0
664,19770312,32
664,19770313,0
664,19770314,18
664,19770315,42
664,19770316,7
664,19770317,41
664,19770318,0
664,19770319,22
664,19770320,8
664,19770321,0
664,19770322,12
664,19770323,0
664,19770324,0
664,19770325,0
664,19770326,0
664,19770327,13
664,19770328,88
664,19770329,10
664,19770330,0
664,19770331,0
664,19770401,16
664,19770402,65
664,19770403,25
664,19770404,77
664,19770405,22
664,19770406,0
664,19770407,25
664,19770408,23
664,19770409,1
664,19770410,2
664,19770411,10
664,19770412,4
664,19770413,63
664,19770414,90
664,19770415,77
664,19770416,25
664,19770417,0
664,19770418,0
664,19770419,0
664,19770420,0
664,19770421,16
664,19770422,10
664,19770423,7
664,19770424,12
664,19770425,22
664,19770426,0
664,19770427,23
664,19770428,8
664,19770429,0
664,19770430,0
664,19770501,0
664,19770502,72
664,19770503,0
664,19770504,0
664,19770505,0
664,19770506,57
664,19770507,34
664,19770508,17
664,19770509,17
664,19770510,5
664,19770511,0
664,19770512,132
664,19770513,122
664,19770514,128
664,19770515,65
664,19770516,10
664,19770517,1
664,19770518,0
664,19770519,0
664,19770520,0
664,19770521,15
664,19770522,0
664,19770523,0
664,19770524,0
664,19770525,0
664,19770526,0
664,19770527,0
664,19770528,0
664,19770529,0
664,19770530,0
664,19770531,0
664,19770601,0
664,19770602,0
664,19770603,15
664,19770604,4
664,19770605,1
664,19770606,59
664,19770607,92
664,19770608,15
664,19770609,0
664,19770610,196
664,19770611,67
664,19770612,0
664,19770613,0
664,19770614,0
664,19770615,217
664,19770616,158
664,19770617,0
664,19770618,0
664,19770619,0
664,19770620,0
664,19770621,0
664,19770622,0
664,19770623,0
664,19770624,0
664,19770625,0
664,19770626,14
664,19770627,42
664,19770628,0
664,19770629,24
664,19770630,34
664,19770701,0
664,19770702,8
664,19770703,0
664,19770704,0
664,19770705,0
664,19770706,0
664,19770707,0
664,19770708,0
664,19770709,0
664,19770710,0
664,19770711,0
664,19770712,0
664,19770713,0
664,19770714,0
664,19770715,0
664,19770716,0
664,19770717,0
664,19770718,27
664,19770719,63
664,19770720,5
664,19770721,74
664,19770722,0
664,19770723,0
664,19770724,9
664,19770725,139
664,19770726,48
664,19770727,149
664,19770728,15
664,19770729,0
664,19770730,1
664,19770731,0
664,19770801,0
664,19770802,0
664,19770803,0
664,19770804,0
664,19770805,0
664,19770806,7
664,19770807,32
664,19770808,124
664,19770809,6
664,19770810,26
664,19770811,7
664,19770812,295
664,19770813,135
664,19770814,0
664,19770815,0
664,19770816,0
664,19770817,36
664,19770818,95
664,19770819,145
664,19770820,25
664,19770821,9
664,19770822,24
664,19770823,118
664,19770824,0
664,19770825,12
664,19770826,0
664,19770827,19
664,19770828,23
664,19770829,0
664,19770830,0
664,19770831,0
664,19770901,0
664,19770902,0
664,19770903,4
664,19770904,0
664,19770905,0
664,19770906,0
664,19770907,0
664,19770908,0
664,19770909,29
664,19770910,11
664,19770911,18
664,19770912,0
664,19770913,0
664,19770914,0
664,19770915,1
664,19770916,2
664,19770917,1
664,19770918,0
664,19770919,0
664,19770920,0
664,19770921,0
664,19770922,0
664,19770923,0
664,19770924,0
664,19770925,0
664,19770926,0
664,19770927,14
664,19770928,0
664,19770929,8
664,19770930,7
664,19771001,130
664,19771002,95
664,19771003,82
664,19771004,4
664,19771005,23
664,19771006,3
664,19771007,5
664,19771008,27
664,19771009,3
664,19771010,0
664,19771011,7
664,19771012,0
664,19771013,0
664,19771014,0
664,19771015,2
664,19771016,2
664,19771017,0
664,19771018,2
664,19771019,0
664,19771020,0
664,19771021,0
664,19771022,2
664,19771023,4
664,19771024,15
664,19771025,0
664,19771026,0
664,19771027,0
664,19771028,3
664,19771029,0
664,19771030,0
664,19771031,0
664,19771101,37
664,19771102,4
664,19771103,245
664,19771104,0
664,19771105,65
664,19771106,0
664,19771107,30
664,19771108,3
664,19771109,24
664,19771110,77
664,19771111,2
664,19771112,16
664,19771113,71
664,19771114,59
664,19771115,171
664,19771116,229
664,19771117,12
664,19771118,16
664,19771119,16
664,19771120,6
664,19771121,110
664,19771122,165
664,19771123,6
664,19771124,100
664,19771125,83
664,19771126,24
664,19771127,2
664,19771128,0
664,19771129,0
664,19771130,0
664,19771201,45
664,19771202,0
664,19771203,0
664,19771204,0
664,19771205,0
664,19771206,0
664,19771207,10
664,19771208,36
664,19771209,20
664,19771210,0
664,19771211,16
664,19771212,84
664,19771213,0
664,19771214,7
664,19771215,3
664,19771216,0
664,19771217,0
664,19771218,1
664,19771219,0
664,19771220,0
664,19771221,0
664,19771222,0
664,19771223,0
664,19771224,4
664,19771225,38
664,19771226,4
664,19771227,35
664,19771228,82
664,19771229,40
664,19771230,97
664,19771231,54
664,19780101,0
664,19780102,0
664,19780103,18
664,19780104,104
664,19780105,3
664,19780106,0
664,19780107,0
664,19780108,0
664,19780109,0
664,19780110,35
664,19780111,41
664,19780112,145
664,19780113,0
664,19780114,5
664,19780115,1
664,19780116,0
664,19780117,0
664,19780118,0
664,19780119,0
664,19780120,0
664,19780121,0
664,19780122,0
664,19780123,0
664,19780124,47
664,19780125,65
664,19780126,47
664,19780127,7
664,19780128,0
664,19780129,5
664,19780130,2
664,19780131,10
664,19780201,2
664,19780202,31
664,19780203,32
664,19780204,0
664,19780205,0
664,19780206,28
664,19780207,0
664,19780208,0
664,19780209,4
664,19780210,0
664,19780211,0
664,19780212,20
664,19780213,2
664,19780214,18
664,19780215,23
664,19780216,0
664,19780217,0
664,19780218,0
664,19780219,0
664,19780220,0
664,19780221,0
664,19780222,6
664,19780223,20
664,19780224,6
664,19780225,2
664,19780226,4
664,19780227,0
664,19780228,29
664,19780301,0
664,19780302,8
664,19780303,32
664,19780304,2
664,19780305,0
664,19780306,0
664,19780307,0
664,19780308,0
664,19780309,83
664,19780310,0
664,19780311,5
664,19780312,4
664,19780313,98
664,19780314,15
664,19780315,50
664,19780316,46
664,19780317,34
664,19780318,14
664,19780319,80
664,19780320,130
664,19780321,15
664,19780322,25
664,19780323,34
664,19780324,84
664,19780325,1
664,19780326,119
664,19780327,15
664,19780328,23
664,19780329,4
664,19780330,13
664,19780331,68
664,19780401,3
664,19780402,0
664,19780403,0
664,19780404,0
664,19780405,0
664,19780406,0
664,19780407,0
664,19780408,0
664,19780409,0
664,19780410,0
664,19780411,3
664,19780412,5
664,19780413,42
664,19780414,0
664,19780415,0
664,19780416,3
664,19780417,4
664,19780418,0
664,19780419,0
664,19780420,0
664,19780421,7
664,19780422,0
664,19780423,0
664,19780424,0
664,19780425,0
664,19780426,0
664,19780427,0
664,19780428,0
664,19780429,28
664,19780430,18
664,19780501,4
664,19780502,0
664,19780503,0
664,19780504,2
664,19780505,0
664,19780506,18
664,19780507,276
664,19780508,36
664,19780509,0
664,19780510,0
664,19780511,0
664,19780512,18
664,19780513,60
664,19780514,0
664,19780515,9
664,19780516,16
664,19780517,0
664,19780518,0
664,19780519,0
664,19780520,5
664,19780521,0
664,19780522,0
664,19780523,0
664,19780524,1
664,19780525,4
664,19780526,5
664,19780527,0
664,19780528,0
664,19780529,0
664,19780530,0
664,19780531,0
664,19780601,0
664,19780602,0
664,19780603,156
664,19780604,33
664,19780605,0
664,19780606,0
664,19780607,152
664,19780608,37
664,19780609,0
664,19780610,0
664,19780611,61
664,19780612,0
664,19780613,0
664,19780614,0
664,19780615,0
664,19780616,0
664,19780617,6
664,19780618,0
664,19780619,0
664,19780620,0
664,19780621,0
664,19780622,9
664,19780623,40
664,19780624,79
664,19780625,33
664,19780626,104
664,19780627,29
664,19780628,0
664,19780629,17
664,19780630,54
664,19780701,29
664,19780702,0
664,19780703,130
664,19780704,25
664,19780705,0
664,19780706,79
664,19780707,51
664,19780708,44
664,19780709,81
664,19780710,29
664,19780711,0
664,19780712,0
664,19780713,0
664,19780714,0
664,19780715,0
664,19780716,0
664,19780717,0
664,19780718,0
664,19780719,0
664,19780720,49
664,19780721,31
664,19780722,16
664,19780723,0
664,19780724,0
664,19780725,5
664,19780726,0
664,19780727,6
664,19780728,0
664,19780729,0
664,19780730,0
664,19780731,0
664,19780801,0
664,19780802,50
664,19780803,2
664,19780804,151
664,19780805,7
664,19780806,71
664,19780807,17
664,19780808,0
664,19780809,13
664,19780810,15
664,19780811,3
664,19780812,0
664,19780813,3
664,19780814,0
664,19780815,0
664,19780816,0
664,19780817,42
664,19780818,60
664,19780819,0
664,19780820,0
664,19780821,0
664,19780822,0
664,19780823,6
664,19780824,0
664,19780825,0
664,19780826,0
664,19780827,20
664,19780828,4
664,19780829,9
664,19780830,79
664,19780831,14
664,19780901,30
664,19780902,15
664,19780903,22
664,19780904,0
664,19780905,0
664,19780906,0
664,19780907,0
664,19780908,0
664,19780909,39
664,19780910,1
664,19780911,0
664,19780912,50
664,19780913,4
664,19780914,0
664,19780915,41
664,19780916,2
664,19780917,0
664,19780918,0
664,19780919,0
664,19780920,16
664,19780921,0
664,19780922,16
664,19780923,151
664,19780924,0
664,19780925,0
664,19780926,33
664,19780927,65
664,19780928,77
664,19780929,73
664,19780930,71
664,19781001,116
664,19781002,4
664,19781003,2
664,19781004,0
664,19781005,1
664,19781006,0
664,19781007,0
664,19781008,0
664,19781009,0
664,19781010,0
664,19781011,0
664,19781012,0
664,19781013,0
664,19781014,0
664,19781015,0
664,19781016,11
664,19781017,65
664,19781018,0
664,19781019,0
664,19781020,0
664,19781021,7
664,19781022,16
664,19781023,24
664,19781024,0
664,19781025,10
664,19781026,9
664,19781027,0
664,19781028,8
664,19781029,0
664,19781030,0
664,19781031,0
664,19781101,0
664,19781102,0
664,19781103,24
664,19781104,4
664,19781105,0
664,19781106,0
664,19781107,0
664,19781108,0
664,19781109,0
664,19781110,0
664,19781111,0
664,19781112,0
664,19781113,0
664,19781114,25
664,19781115,0
664,19781116,9
664,19781117,0
664,19781118,2
664,19781119,19
664,19781120,22
664,19781121,0
664,19781122,27
664,19781123,0
664,19781124,0
664,19781125,25
664,19781126,6
664,19781127,29
664,19781128,98
664,19781129,14
664,19781130,0
664,19781201,0
664,19781202,0
664,19781203,0
664,19781204,3
664,19781205,10
664,19781206,0
664,19781207,0
664,19781208,0
664,19781209,70
664,19781210,3
664,19781211,5
664,19781212,0
664,19781213,37
664,19781214,38
664,19781215,67
664,19781216,157
664,19781217,0
664,19781218,0
664,19781219,0
664,19781220,0
664,19781221,0
664,19781222,0
664,19781223,0
664,19781224,4
664,19781225,156
664,19781226,12
664,19781227,51
664,19781228,84
664,19781229,142
664,19781230,79
664,19781231,29
664,19790101,8
664,19790102,0
664,19790103,33
664,19790104,11
664,19790105,0
664,19790106,0
664,19790107,0
664,19790108,23
664,19790109,75
664,19790110,42
664,19790111,44
664,19790112,31
664,19790113,32
664,19790114,18
664,19790115,0
664,19790116,0
664,19790117,0
664,19790118,5
664,19790119,0
664,19790120,0
664,19790121,0
664,19790122,0
664,19790123,17
664,19790124,24
664,19790125,10
664,19790126,30
664,19790127,12
664,19790128,0
664,19790129,0
664,19790130,12
664,19790131,0
664,19790201,2
664,19790202,153
664,19790203,3
664,19790204,0
664,19790205,12
664,19790206,0
664,19790207,0
664,19790208,25
664,19790209,0
664,19790210,0
664,19790211,0
664,19790212,54
664,19790213,34
664,19790214,143
664,19790215,89
664,19790216,10
664,19790217,0
664,19790218,16
664,19790219,0
664,19790220,0
664,19790221,0
664,19790222,0
664,19790223,15
664,19790224,0
664,19790225,0
664,19790226,0
664,19790227,0
664,19790228,0
664,19790301,4
664,19790302,17
664,19790303,28
664,19790304,46
664,19790305,40
664,19790306,0
664,19790307,20
664,19790308,29
664,19790309,10
664,19790310,105
664,19790311,46
664,19790312,65
664,19790313,0
664,19790314,22
664,19790315,21
664,19790316,129
664,19790317,29
664,19790318,0
664,19790319,0
664,19790320,1
664,19790321,19
664,19790322,16
664,19790323,42
664,19790324,0
664,19790325,10
664,19790326,25
664,19790327,18
664,19790328,50
664,19790329,10
664,19790330,12
664,19790331,0
664,19790401,2
664,19790402,16
664,19790403,45
664,19790404,19
664,19790405,25
664,19790406,0
664,19790407,0
664,19790408,0
664,19790409,0
664,19790410,0
664,19790411,0
664,19790412,0
664,19790413,0
664,19790414,0
664,19790415,0
664,19790416,86
664,19790417,5
664,19790418,0
664,19790419,0
664,19790420,4
664,19790421,109
664,19790422,50
664,19790423,25
664,19790424,147
664,19790425,66
664,19790426,0
664,19790427,5
664,19790428,0
664,19790429,9
664,19790430,114
664,19790501,8
664,19790502,140
664,19790503,45
664,19790504,29
664,19790505,35
664,19790506,14
664,19790507,4
664,19790508,0
664,19790509,0
664,19790510,0
664,19790511,38
664,19790512,39
664,19790513,2
664,19790514,0
664,19790515,0
664,19790516,0
664,19790517,0
664,19790518,6
664,19790519,0
664,19790520,0
664,19790521,35
664,19790522,9
664,19790523,16
664,19790524,36
664,19790525,31
664,19790526,40
664,19790527,86
664,19790528,35
664,19790529,0
664,19790530,18
664,19790531,0
664,19790601,0
664,19790602,0
664,19790603,0
664,19790604,40
664,19790605,29
664,19790606,0
664,19790607,0
664,19790608,130
664,19790609,7
664,19790610,0
664,19790611,98
664,19790612,2
664,19790613,17
664,19790614,65
664,19790615,62
664,19790616,0
664,19790617,0
664,19790618,0
664,19790619,0
664,19790620,0
664,19790621,0
664,19790622,61
664,19790623,6
664,19790624,3
664,19790625,33
664,19790626,0
664,19790627,4
664,19790628,0
664,19790629,6
664,19790630,16
664,19790701,10
