"Depth" "AirTemp" "WaterTemp"
"5377" 7.5 8.1758 5.267802
"5407" 0 10.4017 10.75563
"5408" 1 10.4017 10.69815
"5409" 2.5 10.4017 10.61121
"5410" 5 10.4017 9.188698
"5411" 7.5 10.4017 7.769018
"5441" 0 14.0871 16.76638
"5442" 1 14.0871 16.76246
"5443" 2.5 14.0871 16.75657
"5444" 5 14.0871 14.65434
"5445" 7.5 14.0871 10.60752
"5475" 0 17.1983 19.31266
"5476" 1 17.1983 19.25018
"5477" 2.5 17.1983 19.15645
"5478" 5 17.1983 18.4037
"5479" 7.5 17.1983 13.83814
"5509" 0 20.3887 21.58789
"5510" 1 20.3887 21.49816
"5511" 2.5 20.3887 21.36357
"5512" 5 20.3887 19.28965
"5513" 7.5 20.3887 17.45848
"5543" 0 18.2613 20.426
"5544" 1 18.2613 20.44931
"5545" 2.5 18.2613 20.48428
"5546" 5 18.2613 20.21532
"5547" 7.5 18.2613 20.05476
"5577" 0 16.1117 19.8613
"5578" 1 16.1117 19.87316
"5579" 2.5 16.1117 19.89095
"5580" 5 16.1117 19.95217
"5581" 7.5 16.1117 19.12429
"5611" 0 9.6677 15.03679
"5612" 1 9.6677 15.1353
"5613" 2.5 9.6677 15.28309
"5614" 5 9.6677 15.27508
"5615" 7.5 9.6677 15.1688
"5645" 0 2.5733 9.508496
"5646" 1 2.5733 9.511295
"5647" 2.5 2.5733 9.515435
"5648" 5 2.5733 9.505681
"5649" 7.5 2.5733 9.528107
"5679" 0 2.9419 6.239976
"5680" 1 2.9419 6.232221
"5681" 2.5 2.9419 6.222045
"5682" 5 2.9419 6.202051
"5683" 7.5 2.9419 6.265998
"5713" 0 0.2226 5.054757
"5714" 1 0.2226 5.060171
"5715" 2.5 0.2226 5.074105
"5716" 5 0.2226 5.049805
"5717" 7.5 0.2226 5.054991
"5747" 0 2.8362 4.439758
"5748" 1 2.8362 4.428501
"5749" 2.5 2.8362 4.417832
"5750" 5 2.8362 4.316292
"5751" 7.5 2.8362 4.278221
"5781" 0 7.0694 3.997457
"5782" 1 7.0694 4.009448
"5783" 2.5 7.0694 4.028701
"5784" 5 7.0694 4.063669
"5785" 7.5 7.0694 4.059973
"5815" 0 9.2033 8.970792
"5816" 1 9.2033 8.975505
"5817" 2.5 9.2033 8.982377
"5818" 5 9.2033 6.881196
"5819" 7.5 9.2033 6.309128
"5849" 0 14.7694 16.47745
"5850" 1 14.7694 16.46641
"5851" 2.5 14.7694 16.4499
"5852" 5 14.7694 12.12511
"5853" 7.5 14.7694 10.06011
"5883" 0 17.8217 21.79592
"5884" 1 17.8217 21.53812
"5885" 2.5 17.8217 21.15139
"5886" 5 17.8217 18.89296
"5887" 7.5 17.8217 15.24321
"5917" 0 16.4774 18.92109
"5918" 1 16.4774 18.87518
"5919" 2.5 16.4774 18.80631
"5920" 5 16.4774 18.69892
"5921" 7.5 16.4774 18.16462
"5951" 0 17.8871 19.03033
"5952" 1 17.8871 18.74945
"5953" 2.5 17.8871 18.32812
"5954" 5 17.8871 18.35142
"5955" 7.5 17.8871 16.74457
"5985" 0 13.3067 16.63705
"5986" 1 13.3067 16.62848
"5987" 2.5 13.3067 16.61567
"5988" 5 13.3067 16.69466
"5989" 7.5 13.3067 16.7095
"6019" 0 9.7935 13.30546
"6020" 1 9.7935 13.21441
"6021" 2.5 9.7935 13.07747
"6022" 5 9.7935 13.04374
"6023" 7.5 9.7935 12.97219
"6053" 0 6.9667 9.151516
"6054" 1 6.9667 9.12747
"6055" 2.5 6.9667 9.091747
"6056" 5 6.9667 9.04561
"6057" 7.5 6.9667 9.036263
"6087" 0 0.8919 6.496361
"6088" 1 0.8919 6.506336
"6089" 2.5 0.8919 6.525975
"6090" 5 0.8919 6.543788
"6091" 7.5 0.8919 6.578388
"6121" 0 0.129 4.934276
"6122" 1 0.129 4.935617
"6123" 2.5 0.129 4.941821
"6124" 5 0.129 4.919517
"6125" 7.5 0.129 4.898624
"6155" 0 6.1107 5.351669
"6156" 1 6.1107 5.255024
"6157" 2.5 6.1107 5.110421
"6158" 5 6.1107 4.876254
"6159" 7.5 6.1107 4.651126
"6189" 0 7.7403 7.431747
"6190" 1 7.7403 7.215127
"6191" 2.5 7.7403 6.890163
"6192" 5 7.7403 6.034942
"6193" 7.5 7.7403 5.64574
"6223" 0 12.515 11.51588
"6224" 1 12.515 11.44563
"6225" 2.5 12.515 11.34029
"6226" 5 12.515 9.492983
"6227" 7.5 12.515 8.189153
"6257" 0 12.2081 11.18559
"6258" 1 12.2081 11.09529
"6259" 2.5 12.2081 10.95984
"6260" 5 12.2081 11.03154
"6261" 7.5 12.2081 9.488023
"6291" 0 17.2683 18.51767
"6292" 1 17.2683 18.24434
"6293" 2.5 17.2683 17.83433
"6294" 5 17.2683 16.07843
"6295" 7.5 17.2683 13.49945
"6325" 0 17.2597 23.96326
"6326" 1 17.2597 23.76742
"6327" 2.5 17.2597 23.47365
"6328" 5 17.2597 19.8083
"6329" 7.5 17.2597 16.61462
"6359" 0 17.7823 22.09273
"6360" 1 17.7823 22.0511
"6361" 2.5 17.7823 21.98865
"6362" 5 17.7823 20.01571
"6363" 7.5 17.7823 19.25364
"6393" 0 18.9967 21.65172
"6394" 1 18.9967 21.58106
"6395" 2.5 18.9967 21.47507
"6396" 5 18.9967 19.89037
"6397" 7.5 18.9967 19.8736
"6427" 0 11.4919 16.83929
"6428" 1 11.4919 16.84051
"6429" 2.5 11.4919 16.84235
"6430" 5 11.4919 16.86989
"6431" 7.5 11.4919 16.78523
"6461" 0 4.43 10.44394
"6462" 1 4.43 10.47555
"6463" 2.5 4.43 10.52296
"6464" 5 4.43 10.61831
"6465" 7.5 4.43 10.6144
"6495" 0 1.3758 7.072648
"6496" 1 1.3758 7.132089
"6497" 2.5 1.3758 7.22125
"6498" 5 1.3758 7.376665
"6499" 7.5 1.3758 7.364982
"6529" 0 2.0048 4.874212
"6530" 1 2.0048 4.852155
"6531" 2.5 2.0048 4.81907
"6532" 5 2.0048 4.738121
"6533" 7.5 2.0048 4.652147
"6563" 0 0.6089 4.164139
"6564" 1 0.6089 4.183033
"6565" 2.5 0.6089 4.211374
"6566" 5 0.6089 4.242736
"6567" 7.5 0.6089 4.279795
"6597" 0 1.9565 3.963369
"6598" 1 1.9565 3.976823
"6599" 2.5 1.9565 3.997005
"6600" 5 1.9565 4.034953
"6601" 7.5 1.9565 4.071791
"6631" 0 9.6133 10.83687
"6632" 1 9.6133 10.24864
"6633" 2.5 9.6133 9.366288
"6634" 5 9.6133 7.294004
"6635" 7.5 9.6133 5.140408
"6665" 0 11.3952 11.50155
"6666" 1 11.3952 11.36496
"6667" 2.5 11.3952 11.16007
"6668" 5 11.3952 10.67767
"6669" 7.5 11.3952 10.07175
"6699" 0 15.8783 14.75791
"6700" 1 15.8783 14.72377
"6701" 2.5 15.8783 14.67257
"6702" 5 15.8783 14.55372
"6703" 7.5 15.8783 14.24754
"6733" 0 17.7129 18.45814
"6734" 1 17.7129 18.37558
"6735" 2.5 17.7129 18.25175
"6736" 5 17.7129 17.9419
"6737" 7.5 17.7129 17.49072
"6767" 0 19.529 23.16681
"6768" 1 19.529 23.07249
"6769" 2.5 19.529 22.93107
"6770" 5 19.529 22.23944
"6771" 7.5 19.529 19.81944
"6801" 0 14.7333 19.72526
"6802" 1 14.7333 19.74255
"6803" 2.5 14.7333 19.76823
"6804" 5 14.7333 19.31419
"6805" 7.5 14.7333 16.76415
"6835" 0 10.5129 14.63584
"6836" 1 10.5129 14.53699
"6837" 2.5 10.5129 14.38899
"6838" 5 10.5129 14.68391
"6839" 7.5 10.5129 14.36686
"6869" 0 2.6267 10.05
"6870" 1 2.6267 10.03124
"6871" 2.5 2.6267 10.00184
"6872" 5 2.6267 10.02358
"6873" 7.5 2.6267 10.15129
"6903" 0 -3.1161 5.003387
"6904" 1 -3.1161 5.0321
"6905" 2.5 -3.1161 5.100593
"6906" 5 -3.1161 5.252899
"6907" 7.5 -3.1161 5.3811
"6937" 0 -5.5645 2.664619
"6938" 1 -5.5645 2.779214
"6939" 2.5 -5.5645 2.861887
"6940" 5 -5.5645 2.920773
"6941" 7.5 -5.5645 2.986901
"6971" 0 -3.2339 0.06327046
"6972" 1 -3.2339 0.3915572
"6973" 2.5 -3.2339 0.6703749
"6974" 5 -3.2339 0.863852
"6975" 7.5 -3.2339 0.9687518
"7005" 0 4.1565 3.374953
"7006" 1 4.1565 3.221207
"7007" 2.5 4.1565 2.976238
"7008" 5 4.1565 2.533859
"7009" 7.5 4.1565 2.397842
"7039" 0 10.07 8.416501
"7040" 1 10.07 7.710481
"7041" 2.5 10.07 6.660392
"7042" 5 10.07 5.31777
"7043" 7.5 10.07 4.74735
"7073" 0 12.3887 12.56962
"7074" 1 12.3887 12.33359
"7075" 2.5 12.3887 11.97908
"7076" 5 12.3887 11.45783
"7077" 7.5 12.3887 10.4422
"7107" 0 16.715 17.39205
"7108" 1 16.715 16.78503
"7109" 2.5 16.715 15.87485
"7110" 5 16.715 12.46153
"7111" 7.5 16.715 9.732372
"7141" 0 19.471 21.85595
"7142" 1 19.471 21.68367
"7143" 2.5 19.471 21.42518
"7144" 5 19.471 18.82818
"7145" 7.5 19.471 15.80134
"7175" 0 17.0565 21.16543
"7176" 1 17.0565 21.19624
"7177" 2.5 17.0565 21.24246
"7178" 5 17.0565 20.88602
"7179" 7.5 17.0565 20.05112
"7209" 0 15.4317 17.01829
"7210" 1 15.4317 16.97974
"7211" 2.5 15.4317 16.9219
"7212" 5 15.4317 16.84228
"7213" 7.5 15.4317 16.67027
"7243" 0 9.8323 14.19625
"7244" 1 9.8323 14.15393
"7245" 2.5 9.8323 14.09052
"7246" 5 9.8323 14.0684
"7247" 7.5 9.8323 14.07156
"7277" 0 8.115 10.69419
"7278" 1 8.115 10.66382
"7279" 2.5 8.115 10.61812
"7280" 5 8.115 10.54302
"7281" 7.5 8.115 10.54089
"7311" 0 -2.4935 6.574853
"7312" 1 -2.4935 6.597892
"7313" 2.5 -2.4935 6.633623
"7314" 5 -2.4935 6.697164
"7315" 7.5 -2.4935 6.717635
"7345" 0 -2.8935 3.827436
"7346" 1 -2.8935 3.858942
"7347" 2.5 -2.8935 3.910827
"7348" 5 -2.8935 3.949063
"7349" 7.5 -2.8935 4.016271
"7379" 0 2.7103 3.183187
"7380" 1 2.7103 3.221995
"7381" 2.5 2.7103 3.281503
"7382" 5 2.7103 3.305878
"7383" 7.5 2.7103 3.339417
"7413" 0 3.2 3.784043
"7414" 1 3.2 3.781554
"7415" 2.5 3.2 3.777751
"7416" 5 3.2 3.650842
"7417" 7.5 3.2 3.657449
"7447" 0 10.3533 7.714401
"7448" 1 10.3533 7.617423
"7449" 2.5 10.3533 7.471969
"7450" 5 10.3533 5.36063
"7451" 7.5 10.3533 5.054882
"7481" 0 14.9161 12.88019
"7482" 1 14.9161 12.79372
"7483" 2.5 14.9161 12.66402
"7484" 5 14.9161 11.51618
"7485" 7.5 14.9161 8.658994
"7515" 0 18.01 20.30159
"7516" 1 18.01 20.20645
"7517" 2.5 18.01 20.06375
"7518" 5 18.01 19.54519
"7519" 7.5 18.01 15.89414
"7549" 0 20.4452 21.17331
"7550" 1 20.4452 21.14834
"7551" 2.5 20.4452 21.11089
"7552" 5 20.4452 19.96831
"7553" 7.5 20.4452 19.78033
"7583" 0 17.7081 20.81775
"7584" 1 17.7081 20.77854
"7585" 2.5 17.7081 20.71972
"7586" 5 17.7081 20.2258
"7587" 7.5 17.7081 19.28947
"7617" 0 15.3933 18.17311
"7618" 1 15.3933 18.22088
"7619" 2.5 15.3933 18.29252
"7620" 5 15.3933 18.32361
"7621" 7.5 15.3933 18.46758
"7651" 0 8.1855 13.95371
"7652" 1 8.1855 13.95661
"7653" 2.5 8.1855 13.96097
"7654" 5 8.1855 14.04877
"7655" 7.5 8.1855 14.06789
"7685" 0 5.42 8.910374
"7686" 1 5.42 8.91764
"7687" 2.5 5.42 8.928541
"7688" 5 5.42 8.948469
"7689" 7.5 5.42 8.973673
"7719" 0 -0.171 6.028835
"7720" 1 -0.171 6.062799
"7721" 2.5 -0.171 6.113746
"7722" 5 -0.171 6.201295
"7723" 7.5 -0.171 6.340717
"7753" 0 1.3226 4.733766
"7754" 1 1.3226 4.737758
"7755" 2.5 1.3226 4.743746
"7756" 5 1.3226 4.757428
"7757" 7.5 1.3226 4.825462
"7787" 0 -1.9607 3.230146
"7788" 1 -1.9607 3.260025
"7789" 2.5 -1.9607 3.304842
"7790" 5 -1.9607 3.377977
"7791" 7.5 -1.9607 3.468517
"7821" 0 4.7258 3.652451
"7822" 1 4.7258 3.663281
"7823" 2.5 4.7258 3.679527
"7824" 5 4.7258 3.708569
"7825" 7.5 4.7258 3.698872
"7855" 0 7.505 4.93788
"7856" 1 7.505 4.955455
"7857" 2.5 7.505 4.981817
"7858" 5 7.505 4.999384
"7859" 7.5 7.505 4.986704
"7889" 0 12.321 10.98355
"7890" 1 12.321 10.72431
"7891" 2.5 12.321 10.33544
"7892" 5 12.321 9.604769
"7893" 7.5 12.321 9.120039
"7923" 0 16.9617 16.1474
"7924" 1 16.9617 15.8902
"7925" 2.5 16.9617 15.5044
"7926" 5 16.9617 13.47345
"7927" 7.5 16.9617 12.49969
"7957" 0 16.9726 18.36448
"7958" 1 16.9726 18.25769
"7959" 2.5 16.9726 18.0975
"7960" 5 16.9726 17.54177
"7961" 7.5 16.9726 16.9434
"7991" 0 17.0403 19.8912
"7992" 1 17.0403 19.87569
"7993" 2.5 17.0403 19.85242
"7994" 5 17.0403 19.86007
"7995" 7.5 17.0403 19.08023
"8025" 0 13.2433 16.27668
"8026" 1 13.2433 16.28491
"8027" 2.5 13.2433 16.29726
"8028" 5 13.2433 16.29244
"8029" 7.5 13.2433 16.1278
"8059" 0 9.5484 12.98149
"8060" 1 9.5484 13.05231
"8061" 2.5 9.5484 13.15853
"8062" 5 9.5484 13.28366
"8063" 7.5 9.5484 13.16957
"8093" 0 3.6733 9.495307
"8094" 1 3.6733 9.503777
"8095" 2.5 3.6733 9.516482
"8096" 5 3.6733 9.49705
"8097" 7.5 3.6733 9.447554
"8127" 0 3.0097 5.910057
"8128" 1 3.0097 5.946375
"8129" 2.5 3.0097 6.000853
"8130" 5 3.0097 6.089516
"8131" 7.5 3.0097 6.187978
"8161" 0 -1.9242 4.30906
"8162" 1 -1.9242 4.351893
"8163" 2.5 -1.9242 4.416141
"8164" 5 -1.9242 4.502578
"8165" 7.5 -1.9242 4.577884
"8195" 0 6.5714 4.64789
"8196" 1 6.5714 4.624143
"8197" 2.5 6.5714 4.588521
"8198" 5 6.5714 4.557241
"8199" 7.5 6.5714 4.464541
"8229" 0 4.4903 5.106438
"8230" 1 4.4903 5.139722
"8231" 2.5 4.4903 5.189647
"8232" 5 4.4903 5.220266
"8233" 7.5 4.4903 5.047896
"8263" 0 10.9483 9.751239
"8264" 1 10.9483 9.343696
"8265" 2.5 10.9483 8.732382
"8266" 5 10.9483 8.169767
"8267" 7.5 10.9483 7.555781
"8297" 0 14.0468 18.00942
"8298" 1 14.0468 17.09934
"8299" 2.5 14.0468 15.73421
"8300" 5 14.0468 14.8879
"8301" 7.5 14.0468 13.7806
"8331" 0 17.6917 19.44475
"8332" 1 17.6917 19.21249
"8333" 2.5 17.6917 18.86409
"8334" 5 17.6917 18.70369
"8335" 7.5 17.6917 18.11923
"8365" 0 16.671 19.80032
"8366" 1 16.671 19.64991
"8367" 2.5 16.671 19.42431
"8368" 5 16.671 17.94727
"8369" 7.5 16.671 16.93907
"8399" 0 16.2758 18.90571
"8400" 1 16.2758 18.8043
"8401" 2.5 16.2758 18.65219
"8402" 5 16.2758 18.68093
"8403" 7.5 16.2758 18.13783
"8433" 0 16.125 17.54757
"8434" 1 16.125 17.50472
"8435" 2.5 16.125 17.44045
"8436" 5 16.125 17.4149
"8437" 7.5 16.125 17.87296
"8467" 0 12.9919 16.19184
"8468" 1 12.9919 16.14768
"8469" 2.5 12.9919 16.08145
"8470" 5 12.9919 15.92303
"8471" 7.5 12.9919 13.65665
"8501" 0 2.9133 10.3286
"8502" 1 2.9133 10.33313
"8503" 2.5 2.9133 10.33993
"8504" 5 2.9133 10.39756
"8505" 7.5 2.9133 9.338898
"8535" 0 2.1323 6.264292
"8536" 1 2.1323 6.254185
"8537" 2.5 2.1323 6.239025
"8538" 5 2.1323 6.206423
"8539" 7.5 2.1323 6.329346
"8569" 0 0.7581 4.74206
"8570" 1 0.7581 4.737396
"8571" 2.5 0.7581 4.730401
"8572" 5 0.7581 4.720833
"8573" 7.5 0.7581 4.731144
"8603" 0 3.3214 4.103283
"8604" 1 3.3214 4.301061
"8605" 2.5 3.3214 4.597728
"8606" 5 3.3214 4.972494
"8607" 7.5 3.3214 4.678674
"8637" 0 6.6871 4.198903
"8638" 1 6.6871 4.515273
"8639" 2.5 6.6871 4.989828
"8640" 5 6.6871 5.589439
"8641" 7.5 6.6871 5.160115
"8671" 0 8.035 9.079791
"8672" 1 8.035 8.204758
"8673" 2.5 8.035 6.892208
"8674" 5 8.035 4.501187
"8675" 7.5 8.035 5.33991
"8705" 0 13.3806 14.01487
"8706" 1 13.3806 13.83869
"8707" 2.5 13.3806 13.57441
"8708" 5 13.3806 10.30094
"8709" 7.5 13.3806 9.182446
"8739" 0 15.6667 16.96803
"8740" 1 15.6667 16.36454
"8741" 2.5 15.6667 15.45931
"8742" 5 15.6667 15.19096
"8743" 7.5 15.6667 14.5937
"8773" 0 20.4871 22.80111
"8774" 1 20.4871 21.96494
"8775" 2.5 20.4871 20.71068
"8776" 5 20.4871 19.88092
"8777" 7.5 20.4871 17.43242
"8807" 0 18.179 20.13657
"8808" 1 18.179 20.03491
"8809" 2.5 18.179 19.88242
"8810" 5 18.179 19.75552
"8811" 7.5 18.179 19.46733
"8841" 0 14.6933 16.94615
"8842" 1 14.6933 16.94268
"8843" 2.5 14.6933 16.93746
"8844" 5 14.6933 16.97126
"8845" 7.5 14.6933 16.88623
"8875" 0 13.3903 15.47668
"8876" 1 13.3903 15.44932
"8877" 2.5 13.3903 15.40828
"8878" 5 13.3903 15.44456
"8879" 7.5 13.3903 15.1355
"8909" 0 4.6717 11.08477
"8910" 1 4.6717 11.08674
"8911" 2.5 4.6717 11.08969
"8912" 5 4.6717 10.99167
"8913" 7.5 4.6717 10.97759
"8943" 0 -0.6726 6.783975
"8944" 1 -0.6726 6.800242
"8945" 2.5 -0.6726 6.824642
"8946" 5 -0.6726 6.86534
"8947" 7.5 -0.6726 6.854123
"8977" 0 -0.4597 4.598624
"8978" 1 -0.4597 4.668512
"8979" 2.5 -0.4597 4.773345
"8980" 5 -0.4597 4.799804
"8981" 7.5 -0.4597 4.792071
"9011" 0 2.5759 3.696598
"9012" 1 2.5759 3.744217
"9013" 2.5 2.5759 3.815646
"9014" 5 2.5759 3.899385
"9015" 7.5 2.5759 3.897802
"9045" 0 5.6984 4.146795
"9046" 1 5.6984 4.075447
"9047" 2.5 5.6984 3.968425
"9048" 5 5.6984 4.299097
"9049" 7.5 5.6984 3.938597
"9079" 0 10.57 12.04652
"9080" 1 10.57 11.86682
"9081" 2.5 10.57 11.59727
"9082" 5 10.57 8.836602
"9083" 7.5 10.57 7.721614
"9113" 0 12.7161 13.68911
"9114" 1 12.7161 13.45632
"9115" 2.5 12.7161 13.10714
"9116" 5 12.7161 12.45749
"9117" 7.5 12.7161 11.14429
"9147" 0 16.6567 16.69263
"9148" 1 16.6567 16.55383
"9149" 2.5 16.6567 16.34562
"9150" 5 16.6567 16.07755
"9151" 7.5 16.6567 15.12411
"9181" 0 17.9758 19.31653
"9182" 1 17.9758 19.29757
"9183" 2.5 17.9758 19.26914
"9184" 5 17.9758 19.15497
"9185" 7.5 17.9758 18.13818
"9215" 0 16.6548 18.13447
"9216" 1 16.6548 18.03545
"9217" 2.5 16.6548 17.88693
"9218" 5 16.6548 17.87043
"9219" 7.5 16.6548 17.52562
"9249" 0 14.2217 17.79772
"9250" 1 14.2217 17.77863
"9251" 2.5 14.2217 17.74999
"9252" 5 14.2217 17.72525
"9253" 7.5 14.2217 17.71453
"9283" 0 12.0903 14.87778
"9284" 1 12.0903 14.87992
"9285" 2.5 12.0903 14.88313
"9286" 5 12.0903 14.9727
"9287" 7.5 12.0903 14.79897
"9317" 0 4.3333 9.622372
"9318" 1 4.3333 9.620677
"9319" 2.5 4.3333 9.618135
"9320" 5 4.3333 9.634761
"9321" 7.5 4.3333 9.59537
"9351" 0 -0.6806 6.064352
"9352" 1 -0.6806 6.066553
"9353" 2.5 -0.6806 6.069853
"9354" 5 -0.6806 6.056532
"9355" 7.5 -0.6806 6.156277
"9385" 0 0.7065 4.518572
"9386" 1 0.7065 4.517649
"9387" 2.5 0.7065 4.516264
"9388" 5 0.7065 4.515352
"9389" 7.5 0.7065 4.594423
"9419" 0 -0.0446 3.999567
"9420" 1 -0.0446 3.998167
"9421" 2.5 -0.0446 3.996067
"9422" 5 -0.0446 3.991443
"9423" 7.5 -0.0446 4.005238
"9453" 0 4.579 4.070513
"9454" 1 4.579 4.099326
"9455" 2.5 4.579 4.142544
"9456" 5 4.579 4.218848
"9457" 7.5 4.579 4.222113
"9487" 0 8.2017 5.916115
"9488" 1 8.2017 5.809992
"9489" 2.5 8.2017 5.650807
"9490" 5 8.2017 5.422009
"9491" 7.5 8.2017 5.454012
"9521" 0 14.5565 15.13018
"9522" 1 14.5565 14.31925
"9523" 2.5 14.5565 13.10284
"9524" 5 14.5565 11.47399
"9525" 7.5 14.5565 11.22038
"9555" 0 14.505 16.11343
"9556" 1 14.505 16.0943
"9557" 2.5 14.505 16.06559
"9558" 5 14.505 15.7683
"9559" 7.5 14.505 13.47499
"9589" 0 19.4226 21.56076
"9590" 1 19.4226 21.68799
"9591" 2.5 19.4226 21.87884
"9592" 5 19.4226 20.18352
"9593" 7.5 19.4226 16.52195
"9623" 0 17.2742 20.82972
"9624" 1 17.2742 20.77958
"9625" 2.5 17.2742 20.70435
"9626" 5 17.2742 19.88684
"9627" 7.5 17.2742 16.99558
"9657" 0 15.9917 17.76455
"9658" 1 15.9917 17.85385
"9659" 2.5 15.9917 17.9878
"9660" 5 15.9917 17.96226
"9661" 7.5 15.9917 16.89937
"9691" 0 11.2242 15.18858
"9692" 1 11.2242 15.20085
"9693" 2.5 11.2242 15.21924
"9694" 5 11.2242 15.3697
"9695" 7.5 11.2242 15.31541
"9725" 0 5.5583 10.29489
"9726" 1 5.5583 10.26541
"9727" 2.5 5.5583 10.22119
"9728" 5 5.5583 10.22656
"9729" 7.5 5.5583 10.17507
"9759" 0 -3.6371 6.253039
"9760" 1 -3.6371 6.131641
"9761" 2.5 -3.6371 5.949543
"9762" 5 -3.6371 5.946578
"9763" 7.5 -3.6371 6.1045
"9793" 0 -0.2419 4.223014
"9794" 1 -0.2419 4.199766
"9795" 2.5 -0.2419 4.164892
"9796" 5 -0.2419 4.161813
"9797" 7.5 -0.2419 4.283338
"9827" 0 1.1821 3.604884
"9828" 1 1.1821 3.641237
"9829" 2.5 1.1821 3.695768
"9830" 5 1.1821 3.795085
"9831" 7.5 1.1821 3.858823
"9861" 0 2.671 3.345953
"9862" 1 2.671 3.381685
"9863" 2.5 2.671 3.435283
"9864" 5 2.671 3.313265
"9865" 7.5 2.671 3.645985
"9895" 0 6.805 4.730135
"9896" 1 6.805 4.691465
"9897" 2.5 6.805 4.633461
"9898" 5 6.805 4.659295
"9899" 7.5 6.805 4.629188
"9929" 0 11.9355 10.58039
"9930" 1 11.9355 10.44317
"9931" 2.5 11.9355 10.23735
"9932" 5 11.9355 10.66225
"9933" 7.5 11.9355 8.830079
"9963" 0 18.2117 19.28329
"9964" 1 18.2117 19.13288
"9965" 2.5 18.2117 18.90725
"9966" 5 18.2117 15.72165
"9967" 7.5 18.2117 13.0063
"9997" 0 18.0694 19.2152
"9998" 1 18.0694 18.28852
"9999" 2.5 18.0694 16.89852
"10000" 5 18.0694 12.35553
"10001" 7.5 18.0694 9.238024
"10031" 0 18.3323 19.97743
"10032" 1 18.3323 19.64892
"10033" 2.5 18.3323 19.15615
"10034" 5 18.3323 17.95957
"10035" 7.5 18.3323 15.73559
"10065" 0 15.78 17.96331
"10066" 1 15.78 18.17549
"10067" 2.5 15.78 18.49378
"10068" 5 15.78 18.34866
"10069" 7.5 15.78 17.81742
"10099" 0 9.8081 13.7243
"10100" 1 9.8081 13.7646
"10101" 2.5 9.8081 13.82505
"10102" 5 9.8081 13.85909
"10103" 7.5 9.8081 13.85398
"10133" 0 6.2983 9.735364
"10134" 1 6.2983 9.730621
"10135" 2.5 6.2983 9.723507
"10136" 5 6.2983 9.756685
"10137" 7.5 6.2983 9.58513
"10167" 0 -0.3823 6.536154
"10168" 1 -0.3823 6.625457
"10169" 2.5 -0.3823 6.759413
"10170" 5 -0.3823 6.981151
"10171" 7.5 -0.3823 6.965555
"10201" 0 -1.3548 4.395238
"10202" 1 -1.3548 4.429526
"10203" 2.5 -1.3548 4.480959
"10204" 5 -1.3548 4.593912
"10205" 7.5 -1.3548 4.618629
"10235" 0 0.1429 3.475829
"10236" 1 0.1429 3.480835
"10237" 2.5 0.1429 3.488344
"10238" 5 0.1429 3.522766
"10239" 7.5 0.1429 3.529464
"10269" 0 1.0387 2.260933
"10270" 1 1.0387 2.372731
"10271" 2.5 1.0387 2.54043
"10272" 5 1.0387 2.934754
"10273" 7.5 1.0387 3.166384
"10303" 0 11.0267 9.327528
"10304" 1 11.0267 9.15958
"10305" 2.5 11.0267 8.907658
"10306" 5 11.0267 6.301099
"10307" 7.5 11.0267 5.712462
"10337" 0 14.6806 16.77352
"10338" 1 14.6806 16.70155
"10339" 2.5 14.6806 16.59359
"10340" 5 14.6806 13.92389
"10341" 7.5 14.6806 9.766127
"10371" 0 14.6717 16.30987
"10372" 1 14.6717 16.34376
"10373" 2.5 14.6717 16.3946
"10374" 5 14.6717 14.74821
"10375" 7.5 14.6717 11.10662
"10405" 0 19.2242 19.78032
"10406" 1 19.2242 19.75482
"10407" 2.5 19.2242 19.71657
"10408" 5 19.2242 19.03427
"10409" 7.5 19.2242 15.67619
"10439" 0 18.7903 22.32477
"10440" 1 18.7903 22.26628
"10441" 2.5 18.7903 22.17854
"10442" 5 18.7903 21.89462
"10443" 7.5 18.7903 20.14521
"10473" 0 13.72 17.33594
"10474" 1 13.72 17.29207
"10475" 2.5 13.72 17.22627
"10476" 5 13.72 18.07603
"10477" 7.5 13.72 17.92607
"10507" 0 10.9242 15.4417
"10508" 1 10.9242 15.4265
"10509" 2.5 10.9242 15.40371
"10510" 5 10.9242 15.42144
"10511" 7.5 10.9242 15.42167
"10541" 0 3.52 10.91337
"10542" 1 3.52 10.82265
"10543" 2.5 3.52 10.68657
"10544" 5 3.52 10.77199
"10545" 7.5 3.52 10.77999
"10575" 0 1.6242 7.17501
"10576" 1 1.6242 7.092764
"10577" 2.5 1.6242 6.969396
"10578" 5 1.6242 7.190847
"10579" 7.5 1.6242 7.212853
"10609" 0 0.0823 4.979039
"10610" 1 0.0823 4.998619
"10611" 2.5 0.0823 5.02799
"10612" 5 0.0823 5.078583
"10613" 7.5 0.0823 5.05091
"10643" 0 3.9121 4.361731
"10644" 1 3.9121 4.357026
"10645" 2.5 3.9121 4.349969
"10646" 5 3.9121 4.296501
"10647" 7.5 3.9121 4.333866
"10677" 0 7.2339 5.058247
"10678" 1 7.2339 5.116845
"10679" 2.5 7.2339 5.204743
"10680" 5 7.2339 5.369966
"10681" 7.5 7.2339 5.142219
"10711" 0 7.8533 8.960176
"10712" 1 7.8533 8.641847
"10713" 2.5 7.8533 8.164353
"10714" 5 7.8533 7.663506
"10715" 7.5 7.8533 7.196186
"10745" 0 11.9516 12.17448
"10746" 1 11.9516 11.7083
