"Depth" "AirTemp" "WaterTemp"
"16118" 1 19.5194 19.3183
"16119" 2.5 19.5194 19.32244
"16120" 5 19.5194 19.27474
"16121" 7.5 19.5194 13.9758
"16151" 0 17.5323 20.51706
"16152" 1 17.5323 20.52657
"16153" 2.5 17.5323 20.56194
"16154" 5 17.5323 20.08515
"16155" 7.5 17.5323 12.81299
"16185" 0 15.9417 19.60169
"16186" 1 15.9417 19.56828
"16187" 2.5 15.9417 19.64591
"16188" 5 15.9417 18.981
"16189" 7.5 15.9417 19.25154
"16219" 0 10.0226 16.64694
"16220" 1 10.0226 16.74236
"16221" 2.5 10.0226 16.73962
"16222" 5 10.0226 16.75772
"16223" 7.5 10.0226 16.70963
"16253" 0 1.2867 9.2228
"16254" 1 1.2867 9.435248
"16255" 2.5 1.2867 9.438346
"16256" 5 1.2867 9.43094
"16257" 7.5 1.2867 9.450176
"16287" 0 3.8355 6.105461
"16288" 1 3.8355 6.068825
"16289" 2.5 3.8355 6.058327
"16290" 5 3.8355 6.044103
"16291" 7.5 3.8355 6.084747
"16321" 0 1.0645 4.920075
"16322" 1 1.0645 4.929662
"16323" 2.5 1.0645 4.963481
"16324" 5 1.0645 5.030152
"16325" 7.5 1.0645 5.077
"16355" 0 -5.1268 3.475087
"16356" 1 -5.1268 3.434207
"16357" 2.5 -5.1268 3.510968
"16358" 5 -5.1268 3.666007
"16359" 7.5 -5.1268 3.82165
"16389" 0 3.8242 3.531142
"16390" 1 3.8242 3.442179
"16391" 2.5 3.8242 3.339456
"16392" 5 3.8242 3.125357
"16393" 7.5 3.8242 3.37057
"16423" 0 6.2917 7.845933
"16424" 1 6.2917 7.699137
"16425" 2.5 6.2917 7.364602
"16426" 5 6.2917 6.71408
"16427" 7.5 6.2917 5.887015
"16457" 0 14.5161 13.06235
"16458" 1 14.5161 13.10852
"16459" 2.5 14.5161 12.89826
"16460" 5 14.5161 12.42429
"16461" 7.5 14.5161 10.02028
"16491" 0 16.05 15.89304
"16492" 1 16.05 16.26281
"16493" 2.5 16.05 16.37333
"16494" 5 16.05 16.49661
"16495" 7.5 16.05 12.50726
"16525" 0 17.7016 21.47245
"16526" 1 17.7016 21.58618
"16527" 2.5 17.7016 21.5868
"16528" 5 17.7016 21.39996
"16529" 7.5 17.7016 16.98113
"16559" 0 17.2855 20.62449
"16560" 1 17.2855 20.90706
"16561" 2.5 17.2855 20.87017
"16562" 5 17.2855 20.39185
"16563" 7.5 17.2855 18.43697
"16593" 0 13.9183 17.71909
"16594" 1 13.9183 17.6666
"16595" 2.5 13.9183 17.58797
"16596" 5 13.9183 17.419
"16597" 7.5 13.9183 17.30297
"16627" 0 11.45 15.64424
"16628" 1 11.45 15.64972
"16629" 2.5 11.45 15.65931
"16630" 5 11.45 15.52294
"16631" 7.5 11.45 15.14584
"16661" 0 5.7517 10.05176
"16662" 1 5.7517 10.04658
"16663" 2.5 5.7517 10.0024
"16664" 5 5.7517 9.966206
"16665" 7.5 5.7517 10.00739
"16695" 0 1.5935 7.461688
"16696" 1 1.5935 7.479918
"16697" 2.5 1.5935 7.413367
"16698" 5 1.5935 7.387831
"16699" 7.5 1.5935 7.35845
"16729" 0 -4.3226 4.611913
"16730" 1 -4.3226 4.554741
"16731" 2.5 -4.3226 4.543405
"16732" 5 -4.3226 4.596956
"16733" 7.5 -4.3226 4.639059
"16763" 0 0.7143 3.398143
"16764" 1 0.7143 3.382625
"16765" 2.5 0.7143 3.425003
"16766" 5 0.7143 3.499808
"16767" 7.5 0.7143 3.569902
"16797" 0 1.1694 3.61224
"16798" 1 1.1694 3.771117
"16799" 2.5 1.1694 3.676238
"16800" 5 1.1694 3.600148
"16801" 7.5 1.1694 3.602335
"16831" 0 10.2467 6.608895
"16832" 1 10.2467 6.63405
"16833" 2.5 10.2467 6.352191
"16834" 5 10.2467 5.859916
"16835" 7.5 10.2467 5.37119
"16865" 0 10.2419 11.8703
"16866" 1 10.2419 11.9421
"16867" 2.5 10.2419 11.84686
"16868" 5 10.2419 11.75529
"16869" 7.5 10.2419 10.41896
"16899" 0 14.6183 18.06414
"16900" 1 14.6183 18.05194
"16901" 2.5 14.6183 17.81111
"16902" 5 14.6183 15.94772
"16903" 7.5 14.6183 13.20927
"16933" 0 18.4452 20.11781
"16934" 1 18.4452 20.10431
"16935" 2.5 18.4452 20.12587
"16936" 5 18.4452 17.84469
"16937" 7.5 18.4452 15.54676
"16967" 0 17.3548 18.8562
"16968" 1 17.3548 18.65981
"16969" 2.5 17.3548 18.57416
"16970" 5 17.3548 18.37804
"16971" 7.5 17.3548 17.74313
"17001" 0 17.265 19.43547
"17002" 1 17.265 19.59945
"17003" 2.5 17.265 19.44741
"17004" 5 17.265 18.55856
"17005" 7.5 17.265 16.70534
"17035" 0 10.3871 14.39995
"17036" 1 10.3871 14.97626
"17037" 2.5 10.3871 14.98577
"17038" 5 10.3871 14.97751
"17039" 7.5 10.3871 15.10524
"17069" 0 5.405 10.77373
"17070" 1 5.405 10.66983
"17071" 2.5 5.405 10.66411
"17072" 5 5.405 10.63947
"17073" 7.5 5.405 10.56509
"17103" 0 2.3565 6.956523
"17104" 1 2.3565 6.994869
"17105" 2.5 2.3565 6.995672
"17106" 5 2.3565 6.995878
"17107" 7.5 2.3565 7.00099
"17137" 0 3.621 5.923097
"17138" 1 3.621 5.988289
"17139" 2.5 3.621 5.986245
"17140" 5 3.621 5.992203
"17141" 7.5 3.621 5.989832
"17171" 0 1.9586 5.158856
"17172" 1 1.9586 5.148636
"17173" 2.5 1.9586 5.15928
"17174" 5 1.9586 5.110156
"17175" 7.5 1.9586 5.109086
"17205" 0 3.6355 4.639872
"17206" 1 3.6355 4.640417
"17207" 2.5 3.6355 4.609107
"17208" 5 3.6355 4.550671
"17209" 7.5 3.6355 4.547697
"17239" 0 9.4283 8.036156
"17240" 1 9.4283 8.036713
"17241" 2.5 9.4283 7.96538
"17242" 5 9.4283 7.86543
"17243" 7.5 9.4283 7.63474
"17273" 0 14.7742 14.07844
"17274" 1 14.7742 14.07333
"17275" 2.5 14.7742 14.08492
"17276" 5 14.7742 13.82373
"17277" 7.5 14.7742 13.53557
"17307" 0 15.8133 16.4661
"17308" 1 15.8133 16.48774
"17309" 2.5 15.8133 16.48663
"17310" 5 15.8133 16.38972
"17311" 7.5 15.8133 14.51608
"17341" 0 18.1306 20.29754
"17342" 1 18.1306 20.44643
"17343" 2.5 18.1306 20.44681
"17344" 5 18.1306 20.37797
"17345" 7.5 18.1306 17.78855
"17375" 0 18.2 20.81742
"17376" 1 18.2 20.95296
"17377" 2.5 18.2 20.95325
"17378" 5 18.2 20.96351
"17379" 7.5 18.2 21.20826
"17409" 0 14.3033 18.36125
"17410" 1 14.3033 18.35447
"17411" 2.5 14.3033 18.35324
"17412" 5 14.3033 18.35029
"17413" 7.5 14.3033 18.23487
"17443" 0 11.0323 14.64807
"17444" 1 11.0323 14.6499
"17445" 2.5 11.0323 14.65684
"17446" 5 11.0323 14.6668
"17447" 7.5 11.0323 14.69969
"17477" 0 2.9583 9.757912
"17478" 1 2.9583 9.762028
"17479" 2.5 2.9583 9.738763
"17480" 5 2.9583 9.710363
"17481" 7.5 2.9583 9.708206
"17511" 0 2.621 6.938318
"17512" 1 2.621 6.906985
"17513" 2.5 2.621 6.791309
"17514" 5 2.621 6.710983
"17515" 7.5 2.621 6.710718
"17545" 0 1.0984 5.697142
"17546" 1 1.0984 5.615934
"17547" 2.5 1.0984 5.541712
"17548" 5 1.0984 5.540718
"17549" 7.5 1.0984 5.545334
"17579" 0 3.3964 5.088786
"17580" 1 3.3964 5.102969
"17581" 2.5 3.3964 5.078075
"17582" 5 3.3964 5.081454
"17583" 7.5 3.3964 5.053874
"17613" 0 8.6145 5.983874
"17614" 1 8.6145 5.91758
"17615" 2.5 8.6145 5.804086
"17616" 5 8.6145 5.742369
"17617" 7.5 8.6145 5.65196
"17647" 0 7.8267 9.32669
"17648" 1 7.8267 9.162541
"17649" 2.5 7.8267 8.487864
"17650" 5 7.8267 7.648462
"17651" 7.5 7.8267 7.402075
"17681" 0 14.471 14.28414
"17682" 1 14.471 14.30143
"17683" 2.5 14.471 13.38819
"17684" 5 14.471 12.32298
"17685" 7.5 14.471 10.9035
"17715" 0 15.6433 17.87514
"17716" 1 15.6433 17.77035
"17717" 2.5 15.6433 17.79161
"17718" 5 15.6433 17.82159
"17719" 7.5 15.6433 14.04422
"17749" 0 18.8194 21.40218
"17750" 1 18.8194 21.16217
"17751" 2.5 18.8194 21.05487
"17752" 5 18.8194 20.94065
"17753" 7.5 18.8194 17.37613
"17783" 0 18.0984 20.52099
"17784" 1 18.0984 20.55833
"17785" 2.5 18.0984 20.5629
"17786" 5 18.0984 20.57336
"17787" 7.5 18.0984 20.06011
"17817" 0 14.56 17.43793
"17818" 1 14.56 17.51018
"17819" 2.5 14.56 17.50762
"17820" 5 14.56 17.46671
"17821" 7.5 14.56 17.46444
"17851" 0 11.2484 15.03195
"17852" 1 11.2484 14.98108
"17853" 2.5 11.2484 14.98231
"17854" 5 11.2484 14.90831
"17855" 7.5 11.2484 14.90964
"17885" 0 3.005 10.80567
"17886" 1 3.005 10.73097
"17887" 2.5 3.005 10.73091
"17888" 5 3.005 10.73458
"17889" 7.5 3.005 10.73364
"17919" 0 2.6065 6.501755
"17920" 1 2.6065 6.516922
"17921" 2.5 2.6065 6.51661
"17922" 5 2.6065 6.512049
"17923" 7.5 2.6065 6.516847
"17953" 0 1.2097 5.407442
"17954" 1 1.2097 5.384373
"17955" 2.5 1.2097 5.385222
"17956" 5 1.2097 5.39098
"17957" 7.5 1.2097 5.380576
"17987" 0 6.9161 5.077141
"17988" 1 6.9161 4.967353
"17989" 2.5 6.9161 4.963645
"17990" 5 6.9161 4.938902
"17991" 7.5 6.9161 4.984192
"18021" 0 7.9516 5.671904
"18022" 1 7.9516 5.610412
"18023" 2.5 7.9516 5.625019
"18024" 5 7.9516 5.708891
"18025" 7.5 7.9516 5.385187
"18055" 0 7.625 10.45148
"18056" 1 7.625 10.42241
"18057" 2.5 7.625 10.30907
"18058" 5 7.625 9.29526
"18059" 7.5 7.625 7.812583
"18089" 0 15.3323 15.94734
"18090" 1 15.3323 15.86385
"18091" 2.5 15.3323 15.61701
"18092" 5 15.3323 13.53764
"18093" 7.5 15.3323 11.73963
"18123" 0 15.7167 15.83722
"18124" 1 15.7167 15.834
"18125" 2.5 15.7167 15.82475
"18126" 5 15.7167 15.66463
"18127" 7.5 15.7167 14.79299
"18157" 0 18.6581 19.24403
"18158" 1 18.6581 19.24364
"18159" 2.5 18.6581 19.24336
"18160" 5 18.6581 19.24103
"18161" 7.5 18.6581 18.52595
"18191" 0 19.479 22.72698
"18192" 1 19.479 22.7286
"18193" 2.5 19.479 22.72922
"18194" 5 19.479 22.73348
"18195" 7.5 19.479 21.35924
"18225" 0 13.8533 19.29174
"18226" 1 13.8533 19.28561
"18227" 2.5 13.8533 19.28551
"18228" 5 13.8533 19.28401
"18229" 7.5 13.8533 19.32974
"18259" 0 11.7952 14.70943
"18260" 1 11.7952 14.75591
"18261" 2.5 11.7952 14.75501
"18262" 5 11.7952 14.75357
"18263" 7.5 11.7952 14.54807
"18293" 0 4.4883 9.927074
"18294" 1 4.4883 9.99618
"18295" 2.5 4.4883 9.998537
"18296" 5 4.4883 10.00377
"18297" 7.5 4.4883 10.01951
"18327" 0 0.1274 7.004601
"18328" 1 0.1274 7.009778
"18329" 2.5 0.1274 6.996717
"18330" 5 0.1274 6.958091
"18331" 7.5 0.1274 6.948461
"18361" 0 0.8952 5.49558
"18362" 1 0.8952 5.462597
"18363" 2.5 0.8952 5.501384
"18364" 5 0.8952 5.426049
"18365" 7.5 0.8952 5.429695
"18395" 0 -0.7893 4.41187
"18396" 1 -0.7893 4.509318
"18397" 2.5 -0.7893 4.548008
"18398" 5 -0.7893 4.542746
"18399" 7.5 -0.7893 4.545697
"18429" 0 7.4097 6.539684
"18430" 1 7.4097 6.301488
"18431" 2.5 7.4097 6.131926
"18432" 5 7.4097 5.966473
"18433" 7.5 7.4097 5.345619
"18463" 0 8.0117 9.371775
"18464" 1 8.0117 9.12725
"18465" 2.5 8.0117 8.927323
"18466" 5 8.0117 8.518715
"18467" 7.5 8.0117 6.570223
"18497" 0 9.7548 11.81317
"18498" 1 9.7548 11.79756
"18499" 2.5 9.7548 11.76419
"18500" 5 9.7548 11.41575
"18501" 7.5 9.7548 10.46035
"18531" 0 15 18.11581
"18532" 1 15 18.11306
"18533" 2.5 15 17.86274
"18534" 5 15 16.32201
"18535" 7.5 15 15.67813
"18565" 0 20.0629 21.46888
"18566" 1 20.0629 21.47011
"18567" 2.5 20.0629 21.01828
"18568" 5 20.0629 18.03229
"18569" 7.5 20.0629 16.56586
"18599" 0 20.1387 23.03439
"18600" 1 20.1387 23.03434
"18601" 2.5 20.1387 22.76875
"18602" 5 20.1387 22.03105
"18603" 7.5 20.1387 20.80617
"18633" 0 16.9067 21.10459
"18634" 1 16.9067 21.1041
"18635" 2.5 16.9067 21.13823
"18636" 5 16.9067 21.10792
"18637" 7.5 16.9067 20.78076
"18667" 0 8.8952 15.51101
"18668" 1 8.8952 15.51225
"18669" 2.5 8.8952 15.50983
"18670" 5 8.8952 15.50893
"18671" 7.5 8.8952 15.51348
"18701" 0 4.0283 9.585497
"18702" 1 4.0283 9.579997
"18703" 2.5 4.0283 9.581475
"18704" 5 4.0283 9.581667
"18705" 7.5 4.0283 9.578405
"18735" 0 -0.3677 6.336323
"18736" 1 -0.3677 6.377965
"18737" 2.5 -0.3677 6.37642
"18738" 5 -0.3677 6.377782
"18739" 7.5 -0.3677 6.381921
"18769" 0 -0.5855 4.641825
"18770" 1 -0.5855 4.715225
"18771" 2.5 -0.5855 4.717354
"18772" 5 -0.5855 4.713721
"18773" 7.5 -0.5855 4.707197
"18803" 0 2.0517 4.24987
"18804" 1 2.0517 4.237465
"18805" 2.5 2.0517 4.228588
"18806" 5 2.0517 4.244225
"18807" 7.5 2.0517 4.271652
"18837" 0 6.3306 4.546436
"18838" 1 6.3306 4.580837
"18839" 2.5 6.3306 4.628255
"18840" 5 6.3306 4.522929
"18841" 7.5 6.3306 4.344026
"18871" 0 8.4183 6.617612
"18872" 1 8.4183 6.517198
"18873" 2.5 8.4183 6.362065
"18874" 5 8.4183 6.241738
"18875" 7.5 8.4183 6.127622
"18905" 0 15.0226 14.35769
"18906" 1 15.0226 14.15154
"18907" 2.5 15.0226 13.72769
"18908" 5 15.0226 12.96078
"18909" 7.5 15.0226 11.88747
"18939" 0 16.12 20.17102
"18940" 1 16.12 20.20716
"18941" 2.5 16.12 20.11859
"18942" 5 16.12 18.9455
"18943" 7.5 16.12 15.98211
"18973" 0 19.1935 21.72528
"18974" 1 19.1935 21.72186
"18975" 2.5 19.1935 21.72286
"18976" 5 19.1935 21.77494
"18977" 7.5 19.1935 18.93374
"19007" 0 21.2371 23.3576
"19008" 1 21.2371 23.35986
"19009" 2.5 21.2371 23.35912
"19010" 5 21.2371 23.32418
"19011" 7.5 21.2371 21.29168
"19041" 0 14.9117 18.80531
"19042" 1 14.9117 18.80513
"19043" 2.5 14.9117 18.80519
"19044" 5 14.9117 18.80788
"19045" 7.5 14.9117 18.86012
"19075" 0 7.8871 15.40837
"19076" 1 7.8871 15.40851
"19077" 2.5 7.8871 15.40848
"19078" 5 7.8871 15.40643
"19079" 7.5 7.8871 15.36185
"19109" 0 6.4033 9.501931
"19110" 1 6.4033 9.501925
"19111" 2.5 6.4033 9.501901
"19112" 5 6.4033 9.50164
"19113" 7.5 6.4033 9.501934
"19143" 0 0.621 7.18038
"19144" 1 0.621 7.180377
"19145" 2.5 0.621 7.180405
"19146" 5 0.621 7.180838
"19147" 7.5 0.621 7.183583
"19177" 0 3.5516 5.402031
"19178" 1 3.5516 5.401875
"19179" 2.5 3.5516 5.401384
"19180" 5 3.5516 5.39623
"19181" 7.5 3.5516 5.411108
"19211" 0 -0.0286 5.171471
"19212" 1 -0.0286 5.17215
"19213" 2.5 -0.0286 5.174301
"19214" 5 -0.0286 5.196958
"19215" 7.5 -0.0286 5.133932
"19245" 0 4.6613 4.987326
"19246" 1 4.6613 4.983804
"19247" 2.5 4.6613 4.972642
"19248" 5 4.6613 4.830229
"19249" 7.5 4.6613 5.131536
"19279" 0 10.9667 8.442138
"19280" 1 10.9667 8.450233
"19281" 2.5 10.9667 8.475892
"19282" 5 10.9667 8.416907
"19283" 7.5 10.9667 6.829097
"19313" 0 14.9935 17.36524
"19314" 1 14.9935 17.3021
"19315" 2.5 14.9935 17.11437
"19316" 5 14.9935 15.52997
"19317" 7.5 14.9935 10.41682
"19347" 0 17.05 22.32588
"19348" 1 17.05 22.12449
"19349" 2.5 17.05 21.71041
"19350" 5 17.05 19.05087
"19351" 7.5 17.05 16.29281
"19381" 0 17.0871 21.38251
"19382" 1 17.0871 21.17631
"19383" 2.5 17.0871 20.87485
"19384" 5 17.0871 20.7257
"19385" 7.5 17.0871 19.77121
"19415" 0 17.8871 21.4652
"19416" 1 17.8871 21.33202
"19417" 2.5 17.8871 20.96518
"19418" 5 17.8871 20.25879
"19419" 7.5 17.8871 18.37132
"19449" 0 13.5533 17.6889
"19450" 1 13.5533 17.69375
"19451" 2.5 13.5533 17.70902
"19452" 5 13.5533 17.41815
"19453" 7.5 13.5533 17.42567
"19483" 0 8.1823 13.80528
"19484" 1 8.1823 13.80307
"19485" 2.5 8.1823 13.79678
"19486" 5 8.1823 13.59479
"19487" 7.5 8.1823 13.56741
"19517" 0 1.2333 8.639518
"19518" 1 1.2333 8.64209
"19519" 2.5 1.2333 8.64618
"19520" 5 1.2333 8.681553
"19521" 7.5 1.2333 8.697455
"19551" 0 4.0323 5.727834
"19552" 1 4.0323 5.724332
"19553" 2.5 4.0323 5.72219
"19554" 5 4.0323 5.71538
"19555" 7.5 4.0323 5.710602
"19585" 0 2.7129 5.32499
"19586" 1 2.7129 5.344823
"19587" 2.5 2.7129 5.355674
"19588" 5 2.7129 5.378757
"19589" 7.5 2.7129 5.399497
"19619" 0 2.2839 5.27243
"19620" 1 2.2839 5.221264
"19621" 2.5 2.2839 5.194148
"19622" 5 2.2839 5.15218
"19623" 7.5 2.2839 5.106681
"19653" 0 9.3 5.551733
"19654" 1 9.3 5.398257
"19655" 2.5 9.3 5.328119
"19656" 5 9.3 5.500999
"19657" 7.5 9.3 5.510357
"19687" 0 7.5583 8.402258
"19688" 1 7.5583 8.399841
"19689" 2.5 7.5583 8.341061
"19690" 5 7.5583 7.074424
"19691" 7.5 7.5583 6.594446
"19721" 0 13.3355 14.17252
"19722" 1 13.3355 13.88624
"19723" 2.5 13.3355 13.27363
"19724" 5 13.3355 11.09361
"19725" 7.5 13.3355 10.49196
"19755" 0 16.9917 19.75186
"19756" 1 16.9917 19.37359
"19757" 2.5 16.9917 18.52006
"19758" 5 16.9917 16.40285
"19759" 7.5 16.9917 14.68537
"19789" 0 21.9032 26.95042
"19790" 1 21.9032 27.06454
"19791" 2.5 21.9032 26.78386
"19792" 5 21.9032 22.45053
"19793" 7.5 21.9032 15.98617
"19823" 0 19.7177 24.53249
"19824" 1 19.7177 24.68414
"19825" 2.5 19.7177 24.64276
"19826" 5 19.7177 24.52589
"19827" 7.5 19.7177 19.96905
"19857" 0 14.0017 19.92465
"19858" 1 14.0017 19.91612
"19859" 2.5 14.0017 19.95306
"19860" 5 14.0017 19.82849
"19861" 7.5 14.0017 19.34483
"19891" 0 9.8806 14.69067
"19892" 1 9.8806 14.69718
"19893" 2.5 9.8806 14.64603
"19894" 5 9.8806 14.68365
"19895" 7.5 9.8806 14.62604
"19925" 0 7.8817 11.36784
"19926" 1 7.8817 11.36288
"19927" 2.5 7.8817 11.443
"19928" 5 7.8817 11.44029
"19929" 7.5 7.8817 11.51684
"19959" 0 3.5048 8.239793
"19960" 1 3.5048 8.272794
"19961" 2.5 3.5048 8.26229
"19962" 5 3.5048 8.263377
"19963" 7.5 3.5048 8.282777
"19993" 0 -0.0887 5.405515
"19994" 1 -0.0887 5.484189
"19995" 2.5 -0.0887 5.484208
"19996" 5 -0.0887 5.486522
"19997" 7.5 -0.0887 5.570247
"20027" 0 5.4036 5.401688
"20028" 1 5.4036 5.398712
"20029" 2.5 5.4036 5.398627
"20030" 5 5.4036 5.388395
"20031" 7.5 5.4036 5.363083
"20061" 0 3.8435 5.212328
"20062" 1 3.8435 5.210774
"20063" 2.5 3.8435 5.209789
"20064" 5 3.8435 5.240431
"20065" 7.5 3.8435 5.283408
"20095" 0 9.14 9.456652
"20096" 1 9.14 9.470308
"20097" 2.5 9.14 9.466354
"20098" 5 9.14 8.94284
"20099" 7.5 9.14 7.326661
"20129" 0 13.1871 16.01083
"20130" 1 13.1871 15.95196
"20131" 2.5 13.1871 15.7429
"20132" 5 13.1871 15.12124
"20133" 7.5 13.1871 12.17808
"20163" 0 14.67 17.77207
"20164" 1 14.67 17.58629
"20165" 2.5 14.67 17.29978
"20166" 5 14.67 14.91579
"20167" 7.5 14.67 14.06476
"20197" 0 21.0048 22.93138
"20198" 1 21.0048 22.91386
"20199" 2.5 21.0048 22.95304
"20200" 5 21.0048 18.76243
"20201" 7.5 21.0048 15.73957
"20231" 0 18.0984 22.67196
"20232" 1 18.0984 22.7472
"20233" 2.5 18.0984 22.74346
"20234" 5 18.0984 22.84076
"20235" 7.5 18.0984 19.60092
"20265" 0 12.515 16.53202
"20266" 1 12.515 16.52583
"20267" 2.5 12.515 16.53096
"20268" 5 12.515 16.34661
"20269" 7.5 12.515 16.57687
"20299" 0 13.4855 14.26534
"20300" 1 13.4855 14.26837
"20301" 2.5 13.4855 14.24788
"20302" 5 13.4855 14.25811
"20303" 7.5 13.4855 14.14392
"20333" 0 3.75 10.56131
"20334" 1 3.75 10.56102
"20335" 2.5 3.75 10.62482
"20336" 5 3.75 10.7033
"20337" 7.5 3.75 10.71671
"20367" 0 -0.1242 6.946062
"20368" 1 -0.1242 6.946152
"20369" 2.5 -0.1242 7.102471
"20370" 5 -0.1242 7.056848
"20371" 7.5 -0.1242 7.038688
"20401" 0 -0.4048 5.492979
"20402" 1 -0.4048 5.493178
"20403" 2.5 -0.4048 5.494483
"20404" 5 -0.4048 5.421444
"20405" 7.5 -0.4048 5.454348
"20435" 0 -0.7052 4.885693
"20436" 1 -0.7052 4.88477
"20437" 2.5 -0.7052 4.870475
"20438" 5 -0.7052 4.860062
"20439" 7.5 -0.7052 4.915739
"20469" 0 3.5742 4.21096
"20470" 1 3.5742 4.214693
"20471" 2.5 3.5742 4.280257
"20472" 5 3.5742 4.338571
"20473" 7.5 3.5742 4.407067
"20503" 0 9.695 8.314276
"20504" 1 9.695 8.28134
"20505" 2.5 9.695 7.761203
"20506" 5 9.695 7.26845
"20507" 7.5 9.695 6.658613
"20537" 0 12.5371 15.56649
"20538" 1 12.5371 15.45923
"20539" 2.5 12.5371 14.5716
"20540" 5 12.5371 13.38847
"20541" 7.5 12.5371 11.9626
"20571" 0 17.3917 16.48959
"20572" 1 17.3917 16.42764
"20573" 2.5 17.3917 16.35292
"20574" 5 17.3917 15.94209
"20575" 7.5 17.3917 15.67951
"20605" 0 17.3581 20.17062
"20606" 1 17.3581 20.18191
"20607" 2.5 17.3581 20.01278
"20608" 5 17.3581 19.80382
"20609" 7.5 17.3581 18.97989
"20639" 0 17.221 21.37282
"20640" 1 17.221 21.36631
"20641" 2.5 17.221 21.3774
"20642" 5 17.221 21.09644
"20643" 7.5 17.221 19.76296
"20673" 0 11.2117 16.75084
"20674" 1 11.2117 16.79205
"20675" 2.5 11.2117 16.78558
"20676" 5 11.2117 16.82866
"20677" 7.5 11.2117 17.03275
"20707" 0 9.6629 13.29407
"20708" 1 9.6629 13.36852
"20709" 2.5 9.6629 13.36897
"20710" 5 9.6629 13.36595
"20711" 7.5 9.6629 13.35167
"20741" 0 5.1483 10.04741
"20742" 1 5.1483 10.04176
"20743" 2.5 5.1483 10.04152
"20744" 5 5.1483 10.04316
"20745" 7.5 5.1483 10.05095
"20775" 0 -0.6129 6.434115
"20776" 1 -0.6129 6.43653
"20777" 2.5 -0.6129 6.436635
"20778" 5 -0.6129 6.435936
"20779" 7.5 -0.6129 6.432621
